"street","hondius_1612","berckenrode_1625","ram_1692","loman_1876","pw_1909","pw_1943","pw_1985"
"https://adamlink.nl/geo/street/jeremisegang/7686",,,,"yes",,,
"https://adamlink.nl/geo/street/jeroenengang/7900",,,,"yes",,,
"https://adamlink.nl/geo/street/jeroenensteeg/2133",,,"yes",,,,
"https://adamlink.nl/geo/street/joden-houttuinen/2157","yes","yes",,,,,
"https://adamlink.nl/geo/street/jodenbreestraat/2158",,,"yes",,,,
"https://adamlink.nl/geo/street/jonasgang/7901",,,,"yes",,,
"https://adamlink.nl/geo/street/jonge-roelensteeg/2221",,"yes","yes",,,,
"https://adamlink.nl/geo/street/jonicasgang/7902",,,,"yes",,,
"https://adamlink.nl/geo/street/jonkerstraat/6953","yes","yes","yes",,,,
"https://adamlink.nl/geo/street/joormansgang/7903",,,,"yes",,,
"https://adamlink.nl/geo/street/juweelengang/7904",,,,"yes",,,
"https://adamlink.nl/geo/street/kaarsenmakersgang/6921",,,,"yes","yes","no",
"https://adamlink.nl/geo/street/kaaskoopersgang/6346",,,,"yes",,,
"https://adamlink.nl/geo/street/kaatsbaanpad/6153","yes","no",,,,,
"https://adamlink.nl/geo/street/kaatsbaanssteeg/7906",,,,"yes",,,
"https://adamlink.nl/geo/street/kaatsballengang/6861",,,,"yes",,,
"https://adamlink.nl/geo/street/kadijk/5871",,"yes",,,,,
"https://adamlink.nl/geo/street/kalfsvellengang/6917",,,,"yes","no",,
"https://adamlink.nl/geo/street/kalfsvelsteeg/2265",,"yes","yes",,,,
"https://adamlink.nl/geo/street/kalvergang/7907",,,,"yes",,,
"https://adamlink.nl/geo/street/kalvergang/7908",,,,"yes",,,
"https://adamlink.nl/geo/street/kalverstraat/2269","yes","yes","yes",,,,
"https://adamlink.nl/geo/street/kamperhoofd/5681","yes","yes",,,,,
"https://adamlink.nl/geo/street/kampersteiger/6355","yes","no",,,,,
"https://adamlink.nl/geo/street/kanjersgang/7909",,,,"yes",,,
"https://adamlink.nl/geo/street/kardoeskokersgangkardoezengang/7910",,,,"yes",,,
"https://adamlink.nl/geo/street/karnemelksteeg/2298",,"yes","yes",,,,
"https://adamlink.nl/geo/street/karseboomenhofje/6741",,,,"yes","yes","no",
"https://adamlink.nl/geo/street/karthuizersdwarsstraat/2304",,,"yes",,,,
"https://adamlink.nl/geo/street/karthuizersstraat/2307",,"yes","yes",,,,
"https://adamlink.nl/geo/street/kastenmakersgang/7911",,,,"yes",,,
"https://adamlink.nl/geo/street/katersgang/7912",,,,"yes",,,
"https://adamlink.nl/geo/street/katersteeg/5663",,"yes","yes",,,,
"https://adamlink.nl/geo/street/katrijnengang/6688",,,,"yes","no",,
"https://adamlink.nl/geo/street/kattengang/7913",,,,"yes",,,
"https://adamlink.nl/geo/street/kattengat/2322",,"yes","yes",,,,
"https://adamlink.nl/geo/street/keizerrijk/2336",,"yes","yes",,,,
"https://adamlink.nl/geo/street/keizersgracht/2337",,"yes",,,,,
"https://adamlink.nl/geo/street/keizershof/7694",,,,"yes",,,
"https://adamlink.nl/geo/street/keizershof/7914",,,,"yes",,,
"https://adamlink.nl/geo/street/keizershofje/6812",,,,"yes",,,
"https://adamlink.nl/geo/street/keizersstraat/2338","yes","yes","yes",,,,
"https://adamlink.nl/geo/street/kennisgang/6858",,,,"yes",,,
"https://adamlink.nl/geo/street/kerkgang/7915",,,,"yes",,,
"https://adamlink.nl/geo/street/kerkgang/7916",,,,"yes",,,
"https://adamlink.nl/geo/street/kerkkroonengang/6908",,,,,"yes","no",
"https://adamlink.nl/geo/street/kerkstraat/2355",,,"yes",,,,
"https://adamlink.nl/geo/street/kerregang/7917",,,,"yes",,,
"https://adamlink.nl/geo/street/ketelgang/7918",,,,"yes",,,
"https://adamlink.nl/geo/street/ketelverhuurdersgang/7920",,,,"yes",,,
"https://adamlink.nl/geo/street/keulengang/7921",,,,"yes",,,
"https://adamlink.nl/geo/street/kikkersgang/7922",,,,"yes",,,
"https://adamlink.nl/geo/street/kippengang/7923",,,,"yes",,,
"https://adamlink.nl/geo/street/kippengang/7924",,,,"yes",,,
"https://adamlink.nl/geo/street/kistenmakersgang/7925",,,,"yes",,,
"https://adamlink.nl/geo/street/klaverbladgang/6878",,,,"yes","no",,
"https://adamlink.nl/geo/street/klaverbladsgang/7926",,,,"yes",,,
"https://adamlink.nl/geo/street/klaverbladshofje/7927",,,,"yes",,,
"https://adamlink.nl/geo/street/klavergang/7928",,,,"yes",,,
"https://adamlink.nl/geo/street/klein-hemelrijk/5740",,"yes","yes",,,,
"https://adamlink.nl/geo/street/kleine-bickersstraat/2390",,,"yes",,,,
"https://adamlink.nl/geo/street/kleine-kattenburger-straat/5653",,,"yes",,,,
"https://adamlink.nl/geo/street/kleine-wagenstraat/7010",,"yes",,,,,
"https://adamlink.nl/geo/street/kleine-wittenburgerstraat/2397",,,"yes",,,,
"https://adamlink.nl/geo/street/kleyne-kruys-steeg/5641",,"yes","yes",,,,
"https://adamlink.nl/geo/street/klimopstraatje/2401",,"yes","yes",,,,
"https://adamlink.nl/geo/street/klokkegang/5844",,"yes","yes","yes",,,
"https://adamlink.nl/geo/street/klokkengang/6794",,,,,"yes","no",
"https://adamlink.nl/geo/street/klokkengang/6828",,,,"yes",,"yes","no"
"https://adamlink.nl/geo/street/klokkengang/6850",,,,"yes",,,
"https://adamlink.nl/geo/street/klokkengang/7930",,,,"yes",,,
"https://adamlink.nl/geo/street/klokkengang/7931",,,,"yes",,,
"https://adamlink.nl/geo/street/klooster/6675",,,,,"yes","no",
"https://adamlink.nl/geo/street/kloppergang/6825",,,,"yes","yes","no",
"https://adamlink.nl/geo/street/kloveniersburgwal/2409","yes","no",,,,,
"https://adamlink.nl/geo/street/klovenierssteeg/2410",,"yes","yes",,,,
"https://adamlink.nl/geo/street/knollengang/6922",,,,"yes",,"yes","no"
"https://adamlink.nl/geo/street/knoopmakersgang/7933",,,,"yes",,,
"https://adamlink.nl/geo/street/koehoudersgang/7934",,,,"yes",,,
"https://adamlink.nl/geo/street/koekenbakkersgang/6788",,,,"yes",,,
"https://adamlink.nl/geo/street/koestraat/2424",,"yes","yes",,,,
"https://adamlink.nl/geo/street/koks-steeg/5474",,"yes","yes",,,,
"https://adamlink.nl/geo/street/kolengang/6691",,,,"yes","yes","no",
"https://adamlink.nl/geo/street/kolksteeg/2432",,"yes","yes",,,,
"https://adamlink.nl/geo/street/kollegat-steeg/5657",,,"yes",,,,
"https://adamlink.nl/geo/street/kombuizengang/6680",,,,"yes",,,
"https://adamlink.nl/geo/street/komediegang/7937",,,,"yes",,,
"https://adamlink.nl/geo/street/konijnenbergsgang/6819",,,,"yes","yes","no",
"https://adamlink.nl/geo/street/konijnenholsgang/7944",,,,"yes",,,
"https://adamlink.nl/geo/street/konijnenstraat/2438",,,"yes",,,,
"https://adamlink.nl/geo/street/koningdavidsgang/7939",,,,"yes",,,
"https://adamlink.nl/geo/street/koningsalomosgang/7940",,,,"yes",,,
"https://adamlink.nl/geo/street/koningsalomosgang/7941",,,,"yes",,,
"https://adamlink.nl/geo/street/koningsgang/7942",,,,"yes",,,
"https://adamlink.nl/geo/street/koningsstraat/2446","yes","yes","yes",,,,
"https://adamlink.nl/geo/street/koningwilliamsgang/7943",,,,"yes",,,
"https://adamlink.nl/geo/street/koninsgang/6915",,,,"yes",,,
"https://adamlink.nl/geo/street/koolengang/7945",,,,"yes",,,
"https://adamlink.nl/geo/street/koopmansgang/7946",,,,"yes",,,
"https://adamlink.nl/geo/street/koorndragersgang/6667",,,,"yes","yes","no",
"https://adamlink.nl/geo/street/koorndragersgang/6867",,,,"yes","no",,
"https://adamlink.nl/geo/street/koperslagersgang/6739",,,,"yes",,"yes","no"
"https://adamlink.nl/geo/street/koperslagersgang/6899",,,,"yes","no",,
"https://adamlink.nl/geo/street/koppengang/7948",,,,"yes",,,
"https://adamlink.nl/geo/street/korendragers-steeghje/5638",,"yes","yes",,,,
"https://adamlink.nl/geo/street/korendragersgang/7949",,,,"yes",,,
"https://adamlink.nl/geo/street/korenziftersgang/7950",,,,"yes",,,
"https://adamlink.nl/geo/street/korsjespoortsteeg/2460",,,"yes",,,,
"https://adamlink.nl/geo/street/korte-dijkstraat/2464",,,"yes",,,,
"https://adamlink.nl/geo/street/korte-gasthuismolensteeg/7008",,"yes","yes",,,,
"https://adamlink.nl/geo/street/korte-houtstraat/5643",,,"yes",,,,
"https://adamlink.nl/geo/street/korte-huiszittensteeg/5674",,,"yes",,,,
"https://adamlink.nl/geo/street/korte-keizersdwarsstraat/2469",,"yes","yes",,,,
"https://adamlink.nl/geo/street/korte-keizersstraat/2470",,"yes","yes",,,,
"https://adamlink.nl/geo/street/korte-kolksteeg/2471",,"yes","yes",,,,
"https://adamlink.nl/geo/street/korte-koningsdwarsstraat/2472",,"yes","yes",,,,
"https://adamlink.nl/geo/street/korte-koningsstraat/2473",,"yes","yes",,,,
"https://adamlink.nl/geo/street/korte-korsjespoortsteeg/2474",,"yes","yes",,,,
"https://adamlink.nl/geo/street/korte-kromme-tuinstraat/7053",,,"yes",,,,
"https://adamlink.nl/geo/street/korte-leidsedwarsstraat/2475",,,"yes",,,,
"https://adamlink.nl/geo/street/korte-lijnbaanssteeg/2477",,"yes","yes",,,,
"https://adamlink.nl/geo/street/korte-niezel/2481",,"yes","yes",,,,
"https://adamlink.nl/geo/street/korte-reguliersdwarsstraat/2485",,,"yes",,,,
"https://adamlink.nl/geo/street/kramersgang/6178",,,,"yes",,,
"https://adamlink.nl/geo/street/kramersgang/6938",,,,"yes",,,
"https://adamlink.nl/geo/street/kramersgang/7951",,,,"yes",,,
"https://adamlink.nl/geo/street/kreupelsteeg/2533",,"yes","yes",,,,
"https://adamlink.nl/geo/street/krom-boomssloot/2539",,"yes",,,,,
"https://adamlink.nl/geo/street/kromelleboogsteeg/2541",,"yes","yes",,,,
"https://adamlink.nl/geo/street/kromhoutsgang/7952",,,,"yes",,,
"https://adamlink.nl/geo/street/kromme-palmstraat/2544",,,"yes",,,,
"https://adamlink.nl/geo/street/kromme-tuynstraat/5647",,,"yes",,,"yes","no"
"https://adamlink.nl/geo/street/krommert/6151",,,,,"yes","no",
"https://adamlink.nl/geo/street/kruiersgang/7953",,,,"yes",,,
"https://adamlink.nl/geo/street/kruiwagensgang/7954",,,,"yes",,,
"https://adamlink.nl/geo/street/kuipersgang/6161",,,,"yes","yes","no",
"https://adamlink.nl/geo/street/kuipersgang/6704",,,,"yes","yes","no",
"https://adamlink.nl/geo/street/kuipersgang/6752",,,,"yes","yes","no",
"https://adamlink.nl/geo/street/kuipersgang/6758",,,,"yes","no",,
"https://adamlink.nl/geo/street/kuipersgang/6807",,,,"yes",,,
"https://adamlink.nl/geo/street/kuipersgang/6855",,,,"yes","yes","no",
"https://adamlink.nl/geo/street/kuipersgang/6893",,,,"yes","no",,
"https://adamlink.nl/geo/street/kuipersgang/6901",,,,"yes","no",,
"https://adamlink.nl/geo/street/kuipersgang/6928",,,,"yes","yes","no",
"https://adamlink.nl/geo/street/kuipersgang/7955",,,,"yes",,,
"https://adamlink.nl/geo/street/kuipersgang/7956",,,,"yes",,,
"https://adamlink.nl/geo/street/kuipersgang/7958",,,,"yes",,,
"https://adamlink.nl/geo/street/kuiperssteeg/2567",,"yes","yes",,,,
"https://adamlink.nl/geo/street/lakmoesgang/6730",,,,"yes",,,
"https://adamlink.nl/geo/street/lammersteeg/7019",,"yes","yes",,,,
"https://adamlink.nl/geo/street/land-van-beloften-steeg/5615",,"yes","yes",,,,
"https://adamlink.nl/geo/street/landvbeloftengang/7959",,,,"yes",,,
"https://adamlink.nl/geo/street/lange-houtstraat/6358",,,"yes",,,,
"https://adamlink.nl/geo/street/lange-keizersdwarsstraat/2608",,,"yes",,,,
"https://adamlink.nl/geo/street/lange-leidsedwarsstraat/2609",,,"yes",,,,
"https://adamlink.nl/geo/street/lange-niezel/2610",,"yes","yes",,,,
"https://adamlink.nl/geo/street/langeaardegang/7960",,,,"yes",,,
"https://adamlink.nl/geo/street/langebrugsteeg/2614",,"yes","yes",,,,
"https://adamlink.nl/geo/street/langestraat/2616","yes","yes","yes",,,,
"https://adamlink.nl/geo/street/lauriergracht/2630",,"yes",,,,,
"https://adamlink.nl/geo/street/laurierstraat/2632",,"yes","yes",,,,
"https://adamlink.nl/geo/street/lavendelstraat/7054",,,"yes",,,,
"https://adamlink.nl/geo/street/lazarussteeg/5748",,"yes","yes",,,,
"https://adamlink.nl/geo/street/leertouwersgang/7712",,,,"yes",,,
"https://adamlink.nl/geo/street/leeuwengang/7961",,,,"yes",,,
"https://adamlink.nl/geo/street/leger-steeg/5489",,"yes","yes","yes",,,
"https://adamlink.nl/geo/street/leidekkersgang/6183",,,,"yes","yes","no",
"https://adamlink.nl/geo/street/leidekkerssteeg/2655",,"yes","yes",,,,
"https://adamlink.nl/geo/street/leidse-veer/6961",,"yes",,,,,
"https://adamlink.nl/geo/street/leidsekruisstraat/2660",,,"yes",,,,
"https://adamlink.nl/geo/street/leidsestraat/2662",,,"yes",,,,
"https://adamlink.nl/geo/street/leliegracht/2668",,"yes",,,,,
"https://adamlink.nl/geo/street/leliengang/7962",,,,"yes",,,
"https://adamlink.nl/geo/street/leliengang/7963",,,,"yes",,,
"https://adamlink.nl/geo/street/leliepad/6186",,"yes",,,,,
"https://adamlink.nl/geo/street/lepelstraat/2679",,,"yes",,,,
"https://adamlink.nl/geo/street/liefdegang/6744",,,,"yes","yes","no",
"https://adamlink.nl/geo/street/liefdegang/7964",,,,"yes",,,
"https://adamlink.nl/geo/street/lijnbaansgracht/2698",,"yes",,,,,
"https://adamlink.nl/geo/street/lijnbaanspad/6981","yes","no",,,,,
"https://adamlink.nl/geo/street/lijnbaanssteeg/2699",,"yes","yes",,,,
"https://adamlink.nl/geo/street/lijnbaansstraat/2700",,,,"yes",,,
"https://adamlink.nl/geo/street/lindeboomsgang/6925",,,,,"yes","no",
"https://adamlink.nl/geo/street/lindeboomsgang/7965",,,,"yes",,,
"https://adamlink.nl/geo/street/lindeboomsgang/7966",,,,"yes",,,
"https://adamlink.nl/geo/street/lindenboomengang/6748",,,,"yes",,,
"https://adamlink.nl/geo/street/lindengracht/2707",,"yes",,,,,
"https://adamlink.nl/geo/street/lindenstraat/2708",,"yes","yes",,,,
"https://adamlink.nl/geo/street/lombardshofje/7967",,,,"yes",,,
"https://adamlink.nl/geo/street/londense-kaai/6975","yes","no",,,,,
"https://adamlink.nl/geo/street/loodgietersgang/6831",,,,"yes","yes","no",
"https://adamlink.nl/geo/street/looiersgracht/2747",,"yes",,,,,
"https://adamlink.nl/geo/street/lubbertjesgang/6673",,,,"yes","yes","no",
"https://adamlink.nl/geo/street/madelievenstraat/2811",,,"yes",,,,
"https://adamlink.nl/geo/street/mandemakers-steeg/5648",,"yes","yes",,,,
"https://adamlink.nl/geo/street/mandemakersgang/5426",,,,"yes",,,
"https://adamlink.nl/geo/street/mandemakerssteeg/7017",,"yes","yes",,,,
"https://adamlink.nl/geo/street/mandenmakersgang/6195",,,,"yes",,"yes","no"
"https://adamlink.nl/geo/street/mandenmakerssteeg/2834",,"yes","yes",,,,
"https://adamlink.nl/geo/street/mankenaatjessteeg/7969",,,,"yes",,,
"https://adamlink.nl/geo/street/manskoppengang/7970",,,,"yes",,,
"https://adamlink.nl/geo/street/margrietenpad/6987","yes","no",,,,,
"https://adamlink.nl/geo/street/markensteeg/5621",,"yes","yes",,,,
"https://adamlink.nl/geo/street/mattengang/7972",,,,"yes",,,
"https://adamlink.nl/geo/street/medemblikkersgang/6695",,,,"yes","yes","no",
"https://adamlink.nl/geo/street/meerboersgang/7973",,,,"yes",,,
"https://adamlink.nl/geo/street/meester-louwensteegje/5836",,"yes",,"yes",,,
"https://adamlink.nl/geo/street/melkgang/7974",,,,"yes",,,
"https://adamlink.nl/geo/street/melkmeisjes-steeg/5468",,"yes","yes","yes",,,
"https://adamlink.nl/geo/street/melkmeisjesgang/5790",,,,"yes","yes","no",
"https://adamlink.nl/geo/street/melkmeisjesgang/6939",,,,"yes",,"yes","no"
"https://adamlink.nl/geo/street/melkmeisjessteeg/7011",,"yes",,,,,
"https://adamlink.nl/geo/street/messenmakersgang/7976",,,,"yes",,,
"https://adamlink.nl/geo/street/metselaarsgang/6201",,,,"yes","no",,
"https://adamlink.nl/geo/street/metselaarsgang/6848",,,,"yes",,"yes","no"
"https://adamlink.nl/geo/street/metzelaarsgang/6725",,,,"yes","no",,
"https://adamlink.nl/geo/street/metzelaarsgang/6941",,,,"yes",,,
"https://adamlink.nl/geo/street/middelpad/6993","yes","no",,,,,
"https://adamlink.nl/geo/street/midden-klooster/5752",,,"yes",,,,
"https://adamlink.nl/geo/street/minderbroederskloostersgang/7978",,,,"yes",,,
"https://adamlink.nl/geo/street/minnemoersstraat/2995",,,"yes",,,,
"https://adamlink.nl/geo/street/moddermansgang/6810",,,,"yes","no",,
"https://adamlink.nl/geo/street/moddermolensteeg/2999",,"yes","yes",,,,
"https://adamlink.nl/geo/street/molenpad/3016",,,"yes",,,,
"https://adamlink.nl/geo/street/molenpad/7038",,"yes",,,,,
"https://adamlink.nl/geo/street/molensteeg/3020",,"yes","yes",,,,
"https://adamlink.nl/geo/street/mollengang/6767",,,,"yes",,,
"https://adamlink.nl/geo/street/mollengang/7979",,,,"yes",,,
"https://adamlink.nl/geo/street/molsteeg/3022",,"yes","yes",,,,
"https://adamlink.nl/geo/street/monnikenstraat/3030",,"yes","yes",,,,
"https://adamlink.nl/geo/street/moordenaarsgang/7980",,,,"yes",,,
"https://adamlink.nl/geo/street/morellenboomengang/7981",,,,"yes",,,
"https://adamlink.nl/geo/street/moriaan-steeg/5436",,"yes","yes","yes",,,
"https://adamlink.nl/geo/street/mostardpothofje/6883",,,,"yes","yes","no",
"https://adamlink.nl/geo/street/mosterdmolensteeg/7982",,,,"yes",,,
"https://adamlink.nl/geo/street/mosterdpotsteeg/3046",,"yes","yes",,,,
"https://adamlink.nl/geo/street/mouthaansteeg/3051",,,"yes",,,,
"https://adamlink.nl/geo/street/mozes-en-aaronstraat/3053",,,"yes",,,,
"https://adamlink.nl/geo/street/muiderplein/6206",,,"yes",,,,
"https://adamlink.nl/geo/street/muntplein/3067",,"yes",,,,,
"https://adamlink.nl/geo/street/naaldenmakersgang/6894",,,,,,"yes","no"
"https://adamlink.nl/geo/street/nabijbuitengang/7984",,,,"yes",,,
"https://adamlink.nl/geo/street/nachtegaalsgang/7985",,,,"yes",,,
"https://adamlink.nl/geo/street/nachtslotgang/6745",,,,"yes","no",,
"https://adamlink.nl/geo/street/nadorststeeg/3084",,"yes","yes",,,,
"https://adamlink.nl/geo/street/nauwegang/7986",,,,"yes",,,
"https://adamlink.nl/geo/street/nes/3107","yes","yes",,,,,
"https://adamlink.nl/geo/street/nieuwe-beursgang/6689",,,,"yes","no",,
"https://adamlink.nl/geo/street/nieuwe-doelenstraat/3142",,"yes","yes",,,,
"https://adamlink.nl/geo/street/nieuwe-gang/6824",,,,"yes","yes","no",
"https://adamlink.nl/geo/street/nieuwe-gang/6876",,,,"yes",,,
"https://adamlink.nl/geo/street/nieuwe-gebouwsgang/6755",,,,,"yes","no",
"https://adamlink.nl/geo/street/nieuwe-haarlemmersluis/6960",,"yes",,,,,
"https://adamlink.nl/geo/street/nieuwe-hoogstraat/3150","yes","yes","yes",,,,
"https://adamlink.nl/geo/street/nieuwe-kerksteeg/5786",,"yes",,,,,
"https://adamlink.nl/geo/street/nieuwe-lakenpad/6980","yes","no",,,,,
"https://adamlink.nl/geo/street/nieuwe-leliestraat/3159",,"yes","yes",,,,
"https://adamlink.nl/geo/street/nieuwe-looiersstraat/3161",,,"yes",,,,
"https://adamlink.nl/geo/street/nieuwe-nieuwstraat/3165",,"yes","yes",,,,
"https://adamlink.nl/geo/street/nieuwe-raampad/6989","yes","no",,,,,
"https://adamlink.nl/geo/street/nieuwe-singel/6977","yes","no",,,,,
"https://adamlink.nl/geo/street/nieuwe-spaarpotsteeg/3174",,"yes","yes",,,,
"https://adamlink.nl/geo/street/nieuwe-spiegelstraat/3175",,,"yes",,,,
"https://adamlink.nl/geo/street/nieuwe-wagenstraat/3181",,,"yes",,,,
"https://adamlink.nl/geo/street/nieuwe-weespad/6968",,"yes",,,,,
"https://adamlink.nl/geo/street/nieuwebrugsteeg/3187",,"yes","yes",,,,
"https://adamlink.nl/geo/street/nieuwegang-eerste/7992",,,,"yes",,,
"https://adamlink.nl/geo/street/nieuwegang-tweede/7993",,,,"yes",,,
"https://adamlink.nl/geo/street/nieuwegang/7989",,,,"yes",,,
"https://adamlink.nl/geo/street/nieuwegang/7990",,,,"yes",,,
"https://adamlink.nl/geo/street/nieuwegang/7991",,,,"yes",,,
"https://adamlink.nl/geo/street/nieuwegang/7994",,,,"yes",,,
"https://adamlink.nl/geo/street/nieuwehoefijzersgang/7996",,,,"yes",,,
"https://adamlink.nl/geo/street/nieuwehuizengang/6220",,,,"yes","no",,
"https://adamlink.nl/geo/street/nieuwehuizengang/7998",,,,"yes",,,
"https://adamlink.nl/geo/street/nieuwen-huizengang/6942",,,,"yes","yes","no",
"https://adamlink.nl/geo/street/nieuwendijk/3198","yes","yes","yes",,,,
"https://adamlink.nl/geo/street/nieuwenhuizengang/6766",,,,"yes","no",,
"https://adamlink.nl/geo/street/nieuwezijds-armsteeg/3205",,"yes","yes",,,,
"https://adamlink.nl/geo/street/nieuwezijds-kolk/3206",,"yes",,,,,
"https://adamlink.nl/geo/street/nieuwezijds-voorburgwal/3207","yes","yes",,,,,
"https://adamlink.nl/geo/street/nieuwmarkt/3209",,"yes",,,,,
"https://adamlink.nl/geo/street/noorderkerkstraat/3236",,,"yes",,,,
"https://adamlink.nl/geo/street/noordschegang/8000",,,,"yes",,,
"https://adamlink.nl/geo/street/notenboomsgang/8001",,,,"yes",,,
"https://adamlink.nl/geo/street/olieslagerssteeg/3282",,"yes","yes",,,,
"https://adamlink.nl/geo/street/olyslagers-gang/5425",,,,"yes",,,
"https://adamlink.nl/geo/street/olyslagerssteegje/5646",,,"yes",,,,
"https://adamlink.nl/geo/street/onbedachte-gang/6909",,,,"yes","no",,
"https://adamlink.nl/geo/street/onbekendegang/8003",,,,"yes",,,
"https://adamlink.nl/geo/street/onbekendegang/8004",,,,"yes",,,
"https://adamlink.nl/geo/street/onbekendegang/8005",,,,"yes",,,
"https://adamlink.nl/geo/street/onkelboerensteeg/3298",,"yes","yes",,,,
"https://adamlink.nl/geo/street/onweersgang/8006",,,,"yes",,,
"https://adamlink.nl/geo/street/onze-lieve-vrouwesteeg/3301",,"yes","yes",,,,
"https://adamlink.nl/geo/street/oostenburger-achterstraat/7063",,,"yes",,,,
"https://adamlink.nl/geo/street/oostenburgerdwarsstraat/3311",,,"yes",,,,
"https://adamlink.nl/geo/street/oostenburgermiddenstraat/3315",,,"yes",,,,
"https://adamlink.nl/geo/street/oostenburgervoorstraat/3318",,,"yes",,,,
"https://adamlink.nl/geo/street/openhartdwarssteeg/7016",,"yes","yes",,,,
"https://adamlink.nl/geo/street/openhartsteeg/3342",,"yes","yes",,,,
"https://adamlink.nl/geo/street/oranjestraat/5893",,,"yes",,,,
"https://adamlink.nl/geo/street/ossensluis/7039",,"yes",,,,,
"https://adamlink.nl/geo/street/oude-braak/3381",,"yes","yes",,,,
"https://adamlink.nl/geo/street/oude-doelenstraat/3382","yes","yes","yes",,,,
"https://adamlink.nl/geo/street/oude-hoogstraat/3384","yes","yes","yes",,,,
"https://adamlink.nl/geo/street/oude-leliestraat/3386",,"yes","yes",,,,
"https://adamlink.nl/geo/street/oude-looiersstraat/3387",,"yes","yes",,,,
"https://adamlink.nl/geo/street/oude-nieuwstraat/3389",,"yes",,,,,
"https://adamlink.nl/geo/street/oude-slijpersgang/6296",,,,"yes","no",,
"https://adamlink.nl/geo/street/oude-spiegelstraat/3391",,"yes","yes",,,,
"https://adamlink.nl/geo/street/oude-teertuinen/5680",,"yes",,,,,
"https://adamlink.nl/geo/street/oude-turfmarkt/3392","yes","yes",,,,,
"https://adamlink.nl/geo/street/oude-vriezengang/6670",,,,"yes",,,
"https://adamlink.nl/geo/street/oude-waal/3393",,"yes",,,,,
"https://adamlink.nl/geo/street/oudebrugsteeg/3394",,"yes","yes",,,,
"https://adamlink.nl/geo/street/oudekennissteeg/3397",,"yes","yes",,,,
"https://adamlink.nl/geo/street/oudenoldersgang/8009",,,,"yes",,,
"https://adamlink.nl/geo/street/oudeschans/3405","yes","yes",,,,,
"https://adamlink.nl/geo/street/oudezijds-achterburgwal/3406","yes","yes",,,,,
"https://adamlink.nl/geo/street/oudezijds-armsteeg/3407",,"yes","yes",,,,
"https://adamlink.nl/geo/street/oudezijds-kolk/3408",,"yes",,,,,
"https://adamlink.nl/geo/street/oudezijds-voorburgwal/3409","yes","yes",,,,,
"https://adamlink.nl/geo/street/oudhuizersgang/6705",,,,"yes","yes","no",
"https://adamlink.nl/geo/street/overdekte-timmermansgang/6786",,,,"yes","yes","no",
"https://adamlink.nl/geo/street/overhaalsgang/3419",,,,"yes",,,
"https://adamlink.nl/geo/street/paardendwarsstraat/7012",,"yes",,,,,
"https://adamlink.nl/geo/street/paardenstraat/3439",,"yes","yes",,,,
"https://adamlink.nl/geo/street/palmdwarsstraat/3451",,,"yes",,,,
"https://adamlink.nl/geo/street/palmgracht/3452",,"yes",,,,,
"https://adamlink.nl/geo/street/palmstraat/3453",,"yes","yes",,,,
"https://adamlink.nl/geo/street/pannenbakkerspad/6256","yes","no",,,,,
"https://adamlink.nl/geo/street/papenbroekssteeg/3466",,"yes","yes",,,,
"https://adamlink.nl/geo/street/papenbrugsteeg/3467",,"yes","yes",,,,
"https://adamlink.nl/geo/street/parsengangparsersgang/8010",,,,"yes",,,
"https://adamlink.nl/geo/street/passeerdersgracht/3483",,"yes",,,,,
"https://adamlink.nl/geo/street/passeerdersstraat/3484",,"yes","yes",,,,
"https://adamlink.nl/geo/street/passersgang/8013",,,,"yes",,,
"https://adamlink.nl/geo/street/passersgang/8014",,,,"yes",,,
"https://adamlink.nl/geo/street/passiegang/6782",,,,"yes",,"yes","no"
"https://adamlink.nl/geo/street/pauwengang/8015",,,,"yes",,,
"https://adamlink.nl/geo/street/pelikanengang/6785",,,,"yes","yes","no",
"https://adamlink.nl/geo/street/pennengang/6778",,,,"yes",,,
"https://adamlink.nl/geo/street/penschrijversgang/6747",,,,"yes",,,
"https://adamlink.nl/geo/street/penseelengang/8017",,,,"yes",,,
"https://adamlink.nl/geo/street/pensionaris-steeg/5465",,"yes","yes","yes",,,
"https://adamlink.nl/geo/street/peperstraat/3515",,,"yes",,,,
"https://adamlink.nl/geo/street/pieter-jacobszdwarsstraat/3568",,"yes","yes",,,,
"https://adamlink.nl/geo/street/pieter-jacobszstraat/3569",,"yes","yes",,,,
"https://adamlink.nl/geo/street/pietersjoerdsgang/8018",,,,"yes",,,
"https://adamlink.nl/geo/street/pijlsteeg/3588","yes","yes","yes",,,,
"https://adamlink.nl/geo/street/pijpenbrandersgang/6261",,,,"yes",,"yes","no"
"https://adamlink.nl/geo/street/pijpenbrandersgang/6722",,,,"yes",,"yes","no"
"https://adamlink.nl/geo/street/pijpenbrandersgang/6754",,,,"yes","no",,
"https://adamlink.nl/geo/street/pijpenbrandersgang/6798",,,,"yes","no",,
"https://adamlink.nl/geo/street/pijpenbrandersgang/6919",,,,"yes","yes","no",
"https://adamlink.nl/geo/street/pijpenbrandersgang/8031",,,,"yes",,,
"https://adamlink.nl/geo/street/pintosgang/8019",,,,"yes",,,
"https://adamlink.nl/geo/street/planciusstraat/3601",,,"yes",,,,
"https://adamlink.nl/geo/street/plantage-middenlaan/3608",,,"yes",,,,
