"68","Laurier straat","https://adamlink.nl/geo/street/laurierstraat/2632"
"69","Ree straat","https://adamlink.nl/geo/street/reestraat/3757"
"70","Konyne straat","https://adamlink.nl/geo/street/konijnenstraat/2438"
"71","Hase straat","https://adamlink.nl/geo/street/hazenstraat/1693"
"72","Elandts straat","https://adamlink.nl/geo/street/elandsstraat/1232"
"73","Beere straat","https://adamlink.nl/geo/street/berenstraat/394"
"74","Lojers kruys straat","https://adamlink.nl/geo/street/eerste-looiersdwarsstraat/1190"
"75","Lojers dwars straat","https://adamlink.nl/geo/street/tweede-looiersdwarsstraat/4566"
"76","Lojers straat","https://adamlink.nl/geo/street/oude-looiersstraat/3387"
"77","Run straat","https://adamlink.nl/geo/street/runstraat/3912"
"78","Passeerders dwars straat","https://adamlink.nl/geo/street/eerste-passeerdersdwarsstraat/1195"
"79","Passeerders straat","https://adamlink.nl/geo/street/passeerdersstraat/3484"
"80","Waale hoek","https://adamlink.nl/geo/street/walengang/6923"
"81","Raam straat","https://adamlink.nl/geo/street/raamstraat/3727"
"82","Mole padt","https://adamlink.nl/geo/street/molenpad/3016"
"83","Leydsche straat","https://adamlink.nl/geo/street/leidsestraat/2662"
"84","Kleyne Leydsche dwars straat","https://adamlink.nl/geo/street/korte-leidsedwarsstraat/2475"
"85","Groote Leydsche dwars straat","https://adamlink.nl/geo/street/lange-leidsedwarsstraat/2609"
"86","Leydsche kruysstraat","https://adamlink.nl/geo/street/leidsekruisstraat/2660"
"87","Kerk straat","https://adamlink.nl/geo/street/kerkstraat/2355"
"88","Spiegel straat","https://adamlink.nl/geo/street/nieuwe-spiegelstraat/3175"
"89","Weterings straat","https://adamlink.nl/geo/street/weteringstraat/4979"
"90","Veysel straat","https://adamlink.nl/geo/street/vijzelstraat/4763"
"91","Niewe Lojer straat","https://adamlink.nl/geo/street/nieuwe-looiersstraat/3161"
"92","Uyterse dwars strat","https://adamlink.nl/geo/street/utrechtsedwarsstraat/4607"
"93","Uytreghtsche straat ( a. Amstel straat)","https://adamlink.nl/geo/street/utrechtsestraat/4608"
"94","Wage straat","https://adamlink.nl/geo/street/wagenstraat/4864"
"95","Wapen van Delfts steeg","https://adamlink.nl/geo/street/wapen-van-delftsteeg/4879"
