"street","straatnaam","minbouwjaar"
"http://bag.basisregistraties.overheid.nl/bag/id/openbare-ruimte/0363300000003227","De Savornin Lohmanstraat","1954"
"http://bag.basisregistraties.overheid.nl/bag/id/openbare-ruimte/0363300000005697","Noorder IJdijk","1992"
"http://bag.basisregistraties.overheid.nl/bag/id/openbare-ruimte/0363300000001364","Kratontuin","1996"
"http://bag.basisregistraties.overheid.nl/bag/id/openbare-ruimte/0363300000004266","Mariottestraat","1929"
"http://bag.basisregistraties.overheid.nl/bag/id/openbare-ruimte/0363300000002682","Alexander Boersstraat","1886"
"http://bag.basisregistraties.overheid.nl/bag/id/openbare-ruimte/0363300000005915","Ben Hope","1995"
"http://bag.basisregistraties.overheid.nl/bag/id/openbare-ruimte/0363300000002593","Tweede Passeerdersdwarsstraat","1905"
"http://bag.basisregistraties.overheid.nl/bag/id/openbare-ruimte/0363300000003516","John Lockehof","1955"
"http://bag.basisregistraties.overheid.nl/bag/id/openbare-ruimte/0363300000001252","Gerardus van der Groeplaan","1991"
"http://bag.basisregistraties.overheid.nl/bag/id/openbare-ruimte/0363300000003788","Minervahavenweg","1900"
"http://bag.basisregistraties.overheid.nl/bag/id/openbare-ruimte/0363300000004524","Simsonstraat","1925"
"http://bag.basisregistraties.overheid.nl/bag/id/openbare-ruimte/0363300000002155","John Hadleystraat","2008"
"http://bag.basisregistraties.overheid.nl/bag/id/openbare-ruimte/0363300000002540","Eerste Goudsbloemdwarsstraat","1928"
"http://bag.basisregistraties.overheid.nl/bag/id/openbare-ruimte/0363300000001490","Woltera van Reesstraat","1993"
"http://bag.basisregistraties.overheid.nl/bag/id/openbare-ruimte/0363300000004188","Linnaeuskade","1898"
"http://bag.basisregistraties.overheid.nl/bag/id/openbare-ruimte/0363300000005436","Renswoudestraat","1981"
"http://bag.basisregistraties.overheid.nl/bag/id/openbare-ruimte/0363300000005775","Luttenbergweg","1987"
"http://bag.basisregistraties.overheid.nl/bag/id/openbare-ruimte/0363300000004563","Pontanusstraat","1883"
"http://bag.basisregistraties.overheid.nl/bag/id/openbare-ruimte/0363300000005731","Aaf Bouberstraat","1983"
"http://bag.basisregistraties.overheid.nl/bag/id/openbare-ruimte/0363300000004540","Plantage Muidergracht","1870"
"http://bag.basisregistraties.overheid.nl/bag/id/openbare-ruimte/0363300000003291","Don Boscostraat","1959"
"http://bag.basisregistraties.overheid.nl/bag/id/openbare-ruimte/0363300000005639","Dubbelink","1982"
"http://bag.basisregistraties.overheid.nl/bag/id/openbare-ruimte/0363300011951188","Cornelis Vermuydenstraat","2014"
"http://bag.basisregistraties.overheid.nl/bag/id/openbare-ruimte/0363300000003088","Ceintuurbaan","1880"
"http://bag.basisregistraties.overheid.nl/bag/id/openbare-ruimte/0363300000001443","Wisselstraat","1998"
"http://bag.basisregistraties.overheid.nl/bag/id/openbare-ruimte/0363300000003237","Delflandplein","1961"
"http://bag.basisregistraties.overheid.nl/bag/id/openbare-ruimte/0363300000005874","Barnevelderstraat","1987"
"http://bag.basisregistraties.overheid.nl/bag/id/openbare-ruimte/0363300000001518","Vilvoordestraat","1993"
"http://bag.basisregistraties.overheid.nl/bag/id/openbare-ruimte/0363300000004986","Spanderswoudstraat","1965"
"http://bag.basisregistraties.overheid.nl/bag/id/openbare-ruimte/0363300000005378","Bramzeil","1975"
"http://bag.basisregistraties.overheid.nl/bag/id/openbare-ruimte/0363300000002515","Berberisstraat","1922"
"http://bag.basisregistraties.overheid.nl/bag/id/openbare-ruimte/0363300000005457","Berthold Brechtstraat","1981"
"http://bag.basisregistraties.overheid.nl/bag/id/openbare-ruimte/0363300000002765","August Allebéplein","1961"
"http://bag.basisregistraties.overheid.nl/bag/id/openbare-ruimte/0363300000003481","Joh.M. Coenenstraat","1923"
"http://bag.basisregistraties.overheid.nl/bag/id/openbare-ruimte/0363300000003876","Nieuwevaart","1902"
"http://bag.basisregistraties.overheid.nl/bag/id/openbare-ruimte/0363300000003208","De Breekstraat","1964"
"http://bag.basisregistraties.overheid.nl/bag/id/openbare-ruimte/0363300000005783","Wethouder Insingerstraat","1985"
"http://bag.basisregistraties.overheid.nl/bag/id/openbare-ruimte/0363300000002600","Tweede Vogelstraat","1918"
"http://bag.basisregistraties.overheid.nl/bag/id/openbare-ruimte/0363300000002991","Borssenburgstraat","1922"
"http://bag.basisregistraties.overheid.nl/bag/id/openbare-ruimte/0363300000003759","Groningenstraat","1963"
"http://bag.basisregistraties.overheid.nl/bag/id/openbare-ruimte/0363300000005406","Rhenenhof","1977"
"http://bag.basisregistraties.overheid.nl/bag/id/openbare-ruimte/0363300000001164","Desselstraat","1991"
"http://bag.basisregistraties.overheid.nl/bag/id/openbare-ruimte/0363300000003235","Del Court van Krimpenstraat","1958"
"http://bag.basisregistraties.overheid.nl/bag/id/openbare-ruimte/0363300000005342","Waalsteeg","1905"
"http://bag.basisregistraties.overheid.nl/bag/id/openbare-ruimte/0363300000005272","Veluwelaan","1952"
"http://bag.basisregistraties.overheid.nl/bag/id/openbare-ruimte/0363300000004078","Korte Korsjespoortsteeg","1905"
"http://bag.basisregistraties.overheid.nl/bag/id/openbare-ruimte/0363300000001305","Mathurastraat","1996"
"http://bag.basisregistraties.overheid.nl/bag/id/openbare-ruimte/0363300000002620","A.M. de Jongstraat","1954"
"http://bag.basisregistraties.overheid.nl/bag/id/openbare-ruimte/0363300000004155","Leidsekruisstraat","1905"
"http://bag.basisregistraties.overheid.nl/bag/id/openbare-ruimte/0363300000004910","Willem van Hembyzestraat","1958"
"http://bag.basisregistraties.overheid.nl/bag/id/openbare-ruimte/0363300000003774","H. Cleyndertweg","1966"
"http://bag.basisregistraties.overheid.nl/bag/id/openbare-ruimte/0363300000000936","Oliepalmstraat","2003"
"http://bag.basisregistraties.overheid.nl/bag/id/openbare-ruimte/0363300000005689","David Wijnkoopstraat","1983"
"http://bag.basisregistraties.overheid.nl/bag/id/openbare-ruimte/0363300000003387","Henri Borelstraat","1953"
"http://bag.basisregistraties.overheid.nl/bag/id/openbare-ruimte/0363300000005334","Vrijzicht","1966"
"http://bag.basisregistraties.overheid.nl/bag/id/openbare-ruimte/0363300000006033","Stadiongracht","2012"
"http://bag.basisregistraties.overheid.nl/bag/id/openbare-ruimte/0363300000005497","Tafelbergweg","1935"
"http://bag.basisregistraties.overheid.nl/bag/id/openbare-ruimte/0363300000006058","Dollardplein","2009"
"http://bag.basisregistraties.overheid.nl/bag/id/openbare-ruimte/0363300000002946","Binnenkant","1650"
"http://bag.basisregistraties.overheid.nl/bag/id/openbare-ruimte/0363300000005410","Guldehandsteeg","1933"
"http://bag.basisregistraties.overheid.nl/bag/id/openbare-ruimte/0363300000003828","Murillostraat","1932"
"http://bag.basisregistraties.overheid.nl/bag/id/openbare-ruimte/0363300000006099","Vredeman de Vriesstraat","1955"
"http://bag.basisregistraties.overheid.nl/bag/id/openbare-ruimte/0363300000001842","Rozenburglaan","1925"
"http://bag.basisregistraties.overheid.nl/bag/id/openbare-ruimte/0363300000002467","Balistraat","1900"
"http://bag.basisregistraties.overheid.nl/bag/id/openbare-ruimte/0363300000003239","Deltastraat","1931"
"http://bag.basisregistraties.overheid.nl/bag/id/openbare-ruimte/0363300000005149","Transvaalplein","1913"
"http://bag.basisregistraties.overheid.nl/bag/id/openbare-ruimte/0363300000005207","Van Heemskerckstraat","1879"
"http://bag.basisregistraties.overheid.nl/bag/id/openbare-ruimte/0363300000004070","Korte Blekersstraat","1911"
"http://bag.basisregistraties.overheid.nl/bag/id/openbare-ruimte/0363300000000933","Koningspalmplein","2003"
"http://bag.basisregistraties.overheid.nl/bag/id/openbare-ruimte/0363300000004139","Lavoisierstraat","2008"
"http://bag.basisregistraties.overheid.nl/bag/id/openbare-ruimte/0363300000003062","Burgemeester Van Tienhovengracht","1953"
"http://bag.basisregistraties.overheid.nl/bag/id/openbare-ruimte/0363300000005687","Breedveld","1968"
"http://bag.basisregistraties.overheid.nl/bag/id/openbare-ruimte/0363300000004402","Roelantstraat","1912"
"http://bag.basisregistraties.overheid.nl/bag/id/openbare-ruimte/0363300000001149","Beloegastraat","1992"
"http://bag.basisregistraties.overheid.nl/bag/id/openbare-ruimte/0363300000002958","Bloemgracht","1640"
"http://bag.basisregistraties.overheid.nl/bag/id/openbare-ruimte/0363300000000942","Joos Banckersplantsoen","2003"
"http://bag.basisregistraties.overheid.nl/bag/id/openbare-ruimte/0363300000003897","Notenstraat","1952"
"http://bag.basisregistraties.overheid.nl/bag/id/openbare-ruimte/0363300000003192","Daniël Goedkoopstraat","1953"
"http://bag.basisregistraties.overheid.nl/bag/id/openbare-ruimte/0363300000005057","Strackéstraat","1956"
"http://bag.basisregistraties.overheid.nl/bag/id/openbare-ruimte/0363300000003925","Joop IJisbergstraat","1954"
"http://bag.basisregistraties.overheid.nl/bag/id/openbare-ruimte/0363300000003280","Distelweg","1917"
"http://bag.basisregistraties.overheid.nl/bag/id/openbare-ruimte/0363300000005157","Tugelaweg","1919"
"http://bag.basisregistraties.overheid.nl/bag/id/openbare-ruimte/0363300000004200","Lohuis","1966"
"http://bag.basisregistraties.overheid.nl/bag/id/openbare-ruimte/0363300000002697","Amelandstraat","1931"
"http://bag.basisregistraties.overheid.nl/bag/id/openbare-ruimte/0363300000001556","Kees Boekestraat","1991"
"http://bag.basisregistraties.overheid.nl/bag/id/openbare-ruimte/0363300000002904","Fred. Thomasstraat","1960"
"http://bag.basisregistraties.overheid.nl/bag/id/openbare-ruimte/0363300000005635","Huigenbos","1974"
"http://bag.basisregistraties.overheid.nl/bag/id/openbare-ruimte/0363300000003515","John Franklinstraat","1926"
"http://bag.basisregistraties.overheid.nl/bag/id/openbare-ruimte/0363300000005330","Vreedenhaven","1959"
"http://bag.basisregistraties.overheid.nl/bag/id/openbare-ruimte/0363300000000968","Parosstraat","2002"
"http://bag.basisregistraties.overheid.nl/bag/id/openbare-ruimte/0363300000002534","Eerste Breeuwersstraat","1897"
"http://bag.basisregistraties.overheid.nl/bag/id/openbare-ruimte/0363300000005400","Niftrikhof","1977"
"http://bag.basisregistraties.overheid.nl/bag/id/openbare-ruimte/0363300000005463","Ketelmakerstraat","1900"
"http://bag.basisregistraties.overheid.nl/bag/id/openbare-ruimte/0363300000002931","Bierens de Haanstraat","1954"
"http://bag.basisregistraties.overheid.nl/bag/id/openbare-ruimte/0363300000001412","Lirestraat","1998"
"http://bag.basisregistraties.overheid.nl/bag/id/openbare-ruimte/0363300000004073","Korte Keizersdwarsstraat","1905"
"http://bag.basisregistraties.overheid.nl/bag/id/openbare-ruimte/0363300000003526","Henriëtte Roland Holststraat","1954"
"http://bag.basisregistraties.overheid.nl/bag/id/openbare-ruimte/0363300000003956","Kapoeasweg","1965"
"http://bag.basisregistraties.overheid.nl/bag/id/openbare-ruimte/0363300000002754","Aristotelesstraat","1955"
"http://bag.basisregistraties.overheid.nl/bag/id/openbare-ruimte/0363300000004299","Meidoornplein","1919"
"http://bag.basisregistraties.overheid.nl/bag/id/openbare-ruimte/0363300000001753","Vikingpad","1991"
"http://bag.basisregistraties.overheid.nl/bag/id/openbare-ruimte/0363300000004924","Wipmolen","1968"
"http://bag.basisregistraties.overheid.nl/bag/id/openbare-ruimte/0363300011290589","Sontvaarderstraat","2013"
"http://bag.basisregistraties.overheid.nl/bag/id/openbare-ruimte/0363300001955900","Gelrestraat","1960"
"http://bag.basisregistraties.overheid.nl/bag/id/openbare-ruimte/0363300000005305","Vogelenzangstraat","1930"
"http://bag.basisregistraties.overheid.nl/bag/id/openbare-ruimte/0363300000005494","Paasheuvelweg","1900"
"http://bag.basisregistraties.overheid.nl/bag/id/openbare-ruimte/0363300000001695","Krasseurstraat","1989"
"http://bag.basisregistraties.overheid.nl/bag/id/openbare-ruimte/0363300000001142","Marifoonweg","1990"
"http://bag.basisregistraties.overheid.nl/bag/id/openbare-ruimte/0363300000003597","Hortensiastraat","1929"
"http://bag.basisregistraties.overheid.nl/bag/id/openbare-ruimte/0363300000005820","Pieter van der Meulenhof","1985"
"http://bag.basisregistraties.overheid.nl/bag/id/openbare-ruimte/0363300000002464","Bakkumstraat","1964"
"http://bag.basisregistraties.overheid.nl/bag/id/openbare-ruimte/0363300000003588","Hooge Venne","1959"
"http://bag.basisregistraties.overheid.nl/bag/id/openbare-ruimte/0363300000002993","Bos en Lommerplantsoen","1960"
"http://bag.basisregistraties.overheid.nl/bag/id/openbare-ruimte/0363300000003188","Damraksteeg","1649"
"http://bag.basisregistraties.overheid.nl/bag/id/openbare-ruimte/0363300000004109","Kwakersplein","1902"
"http://bag.basisregistraties.overheid.nl/bag/id/openbare-ruimte/0363300000003120","Colnot en Poonshof","1960"
"http://bag.basisregistraties.overheid.nl/bag/id/openbare-ruimte/0363300000002861","Fahrenheitsingel","1939"
"http://bag.basisregistraties.overheid.nl/bag/id/openbare-ruimte/0363300000003750","Groen van Prinstererstraat","1904"
"http://bag.basisregistraties.overheid.nl/bag/id/openbare-ruimte/0363300000003683","Geelvinckssteeg","1905"
"http://bag.basisregistraties.overheid.nl/bag/id/openbare-ruimte/0363300000003617","Hunzestraat","1930"
"http://bag.basisregistraties.overheid.nl/bag/id/openbare-ruimte/0363300000004707","Oldengaarde","1962"
"http://bag.basisregistraties.overheid.nl/bag/id/openbare-ruimte/0363300000001492","Kruithuisstraat","1900"
"http://bag.basisregistraties.overheid.nl/bag/id/openbare-ruimte/0363300000005383","Overslaghof","1976"
"http://bag.basisregistraties.overheid.nl/bag/id/openbare-ruimte/0363300000003067","Burmanstraat","1882"
"http://bag.basisregistraties.overheid.nl/bag/id/openbare-ruimte/0363300000001498","Zichemplein","1993"
"http://bag.basisregistraties.overheid.nl/bag/id/openbare-ruimte/0363300000004715","Ombilinstraat","1925"
"http://bag.basisregistraties.overheid.nl/bag/id/openbare-ruimte/0363300000001275","Roelof Kleinpad","1995"
"http://bag.basisregistraties.overheid.nl/bag/id/openbare-ruimte/0363300000001012","Joris Ivensplein","2005"
"http://bag.basisregistraties.overheid.nl/bag/id/openbare-ruimte/0363300000001618","Bieslookpad","1989"
"http://bag.basisregistraties.overheid.nl/bag/id/openbare-ruimte/0363300000005817","Siebren van der Baanhof","1986"
"http://bag.basisregistraties.overheid.nl/bag/id/openbare-ruimte/0363300000005050","Stoel en Spreehof","1960"
"http://bag.basisregistraties.overheid.nl/bag/id/openbare-ruimte/0363300000002421","Emfuleni","2007"
"http://bag.basisregistraties.overheid.nl/bag/id/openbare-ruimte/0363300000004163","Leonardostraat","1928"
"http://bag.basisregistraties.overheid.nl/bag/id/openbare-ruimte/0363300000001098","Isabella Richaardsstraat","1998"
"http://bag.basisregistraties.overheid.nl/bag/id/openbare-ruimte/0363300000005065","Surinameplein","1900"
"http://bag.basisregistraties.overheid.nl/bag/id/openbare-ruimte/0363300000006036","Rie Mastenbroekstraat","2014"
"http://bag.basisregistraties.overheid.nl/bag/id/openbare-ruimte/0363300000003082","Cannenburg","1964"
"http://bag.basisregistraties.overheid.nl/bag/id/openbare-ruimte/0363300000004979","Sophialaan","1894"
"http://bag.basisregistraties.overheid.nl/bag/id/openbare-ruimte/0363300000005355","Wamberg","1959"
"http://bag.basisregistraties.overheid.nl/bag/id/openbare-ruimte/0363300000004794","Palembangstraat","1900"
"http://bag.basisregistraties.overheid.nl/bag/id/openbare-ruimte/0363300003695539","IJpromenade","1979"
"http://bag.basisregistraties.overheid.nl/bag/id/openbare-ruimte/0363300000003436","Jan Mankesstraat","1959"
"http://bag.basisregistraties.overheid.nl/bag/id/openbare-ruimte/0363300000005290","Vijverhoef","1962"
"http://bag.basisregistraties.overheid.nl/bag/id/openbare-ruimte/0363300000003652","J.S. Ruppertstraat","2005"
"http://bag.basisregistraties.overheid.nl/bag/id/openbare-ruimte/0363300000005704","Buitendraaierij","1983"
"http://bag.basisregistraties.overheid.nl/bag/id/openbare-ruimte/0363300000001441","R.J.H. Fortuynplein","1933"
"http://bag.basisregistraties.overheid.nl/bag/id/openbare-ruimte/0363300000003245","Des Présstraat","1914"
"http://bag.basisregistraties.overheid.nl/bag/id/openbare-ruimte/0363300000002444","Gerrie Knetemannlaan","2009"
"http://bag.basisregistraties.overheid.nl/bag/id/openbare-ruimte/0363300000004097","Korte Water","1900"
"http://bag.basisregistraties.overheid.nl/bag/id/openbare-ruimte/0363300000004667","Rijswijkstraat","1961"
"http://bag.basisregistraties.overheid.nl/bag/id/openbare-ruimte/0363300000002678","Aldebaranstraat","1922"
"http://bag.basisregistraties.overheid.nl/bag/id/openbare-ruimte/0363300000003602","Houtmankade","1879"
"http://bag.basisregistraties.overheid.nl/bag/id/openbare-ruimte/0363300000004468","Schaepmanstraat","1917"
"http://bag.basisregistraties.overheid.nl/bag/id/openbare-ruimte/0363300000004716","Omval","1996"
"http://bag.basisregistraties.overheid.nl/bag/id/openbare-ruimte/0363300000003167","Cronenburg","1900"
"http://bag.basisregistraties.overheid.nl/bag/id/openbare-ruimte/0363300000004411","Rombout Hogerbeetsstraat","1898"
"http://bag.basisregistraties.overheid.nl/bag/id/openbare-ruimte/0363300000004120","Lampongstraat","1912"
"http://bag.basisregistraties.overheid.nl/bag/id/openbare-ruimte/0363300000005206","Van Hanxleden Houwertstraat","1954"
"http://bag.basisregistraties.overheid.nl/bag/id/openbare-ruimte/0363300000001006","Ruisrietstraat","2003"
"http://bag.basisregistraties.overheid.nl/bag/id/openbare-ruimte/0363300000001332","Johan Rijnjastraat","1998"
"http://bag.basisregistraties.overheid.nl/bag/id/openbare-ruimte/0363300000006035","Smallepadsgracht","2015"
"http://bag.basisregistraties.overheid.nl/bag/id/openbare-ruimte/0363300000003650","J.J. Cremerstraat","1911"
"http://bag.basisregistraties.overheid.nl/bag/id/openbare-ruimte/0363300000001197","De Liefde","1992"
"http://bag.basisregistraties.overheid.nl/bag/id/openbare-ruimte/0363300000005644","Kattenburgerstraat","1657"
"http://bag.basisregistraties.overheid.nl/bag/id/openbare-ruimte/0363300000004181","Lijnbaansstraat","1905"
"http://bag.basisregistraties.overheid.nl/bag/id/openbare-ruimte/0363300000005375","Spinakerhof","1976"
"http://bag.basisregistraties.overheid.nl/bag/id/openbare-ruimte/0363300000005750","Tolkamerstraat","1983"
"http://bag.basisregistraties.overheid.nl/bag/id/openbare-ruimte/0363300000003361","Heimansweg","1919"
"http://bag.basisregistraties.overheid.nl/bag/id/openbare-ruimte/0363300000005740","Tegenhouderstraat","1984"
"http://bag.basisregistraties.overheid.nl/bag/id/openbare-ruimte/0363300000003674","Galileïplantsoen","1925"
"http://bag.basisregistraties.overheid.nl/bag/id/openbare-ruimte/0363300000004445","Saaftingestraat","1963"
"http://bag.basisregistraties.overheid.nl/bag/id/openbare-ruimte/0363300000003562","Hoekenes","1959"
"http://bag.basisregistraties.overheid.nl/bag/id/openbare-ruimte/0363300000002424","Empangeni","2007"
"http://bag.basisregistraties.overheid.nl/bag/id/openbare-ruimte/0363300000004609","Raamstraat","1905"
"http://bag.basisregistraties.overheid.nl/bag/id/openbare-ruimte/0363300000003178","Czaar Peterstraat","1879"
"http://bag.basisregistraties.overheid.nl/bag/id/openbare-ruimte/0363300000004435","Rusthofpad","1947"
"http://bag.basisregistraties.overheid.nl/bag/id/openbare-ruimte/0363300000005171","Uitdammerdijk","1937"
"http://bag.basisregistraties.overheid.nl/bag/id/openbare-ruimte/0363300000002797","Eduard Meijerstraat","1957"
"http://bag.basisregistraties.overheid.nl/bag/id/openbare-ruimte/0363300000003553","Hilbert van Dijkhof","1953"
"http://bag.basisregistraties.overheid.nl/bag/id/openbare-ruimte/0363300000001612","Mandenmakerspad","1989"
"http://bag.basisregistraties.overheid.nl/bag/id/openbare-ruimte/0363300000003108","Churchill-laan","1923"
"http://bag.basisregistraties.overheid.nl/bag/id/openbare-ruimte/0363300000003065","Burgersweerhof","1964"
"http://bag.basisregistraties.overheid.nl/bag/id/openbare-ruimte/0363300000003084","Carry van Bruggenstraat","1954"
"http://bag.basisregistraties.overheid.nl/bag/id/openbare-ruimte/0363300000005580","Zuiderakerweg","1900"
"http://bag.basisregistraties.overheid.nl/bag/id/openbare-ruimte/0363300001988925","A. Moenstraat","2012"
"http://bag.basisregistraties.overheid.nl/bag/id/openbare-ruimte/0363300000004965","Sneeuwbalweg","1928"
"http://bag.basisregistraties.overheid.nl/bag/id/openbare-ruimte/0363300000002156","Thomas Hoodstraat","2009"
"http://bag.basisregistraties.overheid.nl/bag/id/openbare-ruimte/0363300000005500","Stavangerweg","1983"
"http://bag.basisregistraties.overheid.nl/bag/id/openbare-ruimte/0363300000003333","Händelstraat","1930"
"http://bag.basisregistraties.overheid.nl/bag/id/openbare-ruimte/0363300000004704","Okeghemstraat","1912"
"http://bag.basisregistraties.overheid.nl/bag/id/openbare-ruimte/0363300000003027","Brisselkerkstraat","1961"
"http://bag.basisregistraties.overheid.nl/bag/id/openbare-ruimte/0363300000004271","Marnixplein","1891"
"http://bag.basisregistraties.overheid.nl/bag/id/openbare-ruimte/0363300000004495","Schollenbrugstraat","1914"
"http://bag.basisregistraties.overheid.nl/bag/id/openbare-ruimte/0363300000003741","Grasweg","1900"
"http://bag.basisregistraties.overheid.nl/bag/id/openbare-ruimte/0363300000003751","Groenburgwal","1829"
"http://bag.basisregistraties.overheid.nl/bag/id/openbare-ruimte/0363300000003470","Jekerstraat","1927"
"http://bag.basisregistraties.overheid.nl/bag/id/openbare-ruimte/0363300000003262","Dijkwater","1967"
"http://bag.basisregistraties.overheid.nl/bag/id/openbare-ruimte/0363300000005662","Woudrichemstraat","1900"
"http://bag.basisregistraties.overheid.nl/bag/id/openbare-ruimte/0363300000003187","Damrak","1637"
"http://bag.basisregistraties.overheid.nl/bag/id/openbare-ruimte/0363300000004167","Levantkade","1900"
"http://bag.basisregistraties.overheid.nl/bag/id/openbare-ruimte/0363300000001323","Teylerplein","1997"
"http://bag.basisregistraties.overheid.nl/bag/id/openbare-ruimte/0363300000005923","Ben Lawers","1994"
"http://bag.basisregistraties.overheid.nl/bag/id/openbare-ruimte/0363300000001454","Kwartiermeesterstraat","1998"
"http://bag.basisregistraties.overheid.nl/bag/id/openbare-ruimte/0363300000006055","Wijnand Nuijenstraat","1960"
"http://bag.basisregistraties.overheid.nl/bag/id/openbare-ruimte/0363300000005791","Wethouder Ramstraat","1984"
"http://bag.basisregistraties.overheid.nl/bag/id/openbare-ruimte/0363300000001157","Hamontstraat","1991"
"http://bag.basisregistraties.overheid.nl/bag/id/openbare-ruimte/0363300000005365","Tussendek","1977"
"http://bag.basisregistraties.overheid.nl/bag/id/openbare-ruimte/0363300000004864","Wethouder Frankeweg","1903"
"http://bag.basisregistraties.overheid.nl/bag/id/openbare-ruimte/0363300000001655","Tempelhofstraat","2002"
"http://bag.basisregistraties.overheid.nl/bag/id/openbare-ruimte/0363300000003942","Kadijksplein","1905"
"http://bag.basisregistraties.overheid.nl/bag/id/openbare-ruimte/0363300000005578","Zuideinde","1906"
"http://bag.basisregistraties.overheid.nl/bag/id/openbare-ruimte/0363300000003307","Drakenstein","1961"
"http://bag.basisregistraties.overheid.nl/bag/id/openbare-ruimte/0363300000004618","Raphaëlplein","1930"
"http://bag.basisregistraties.overheid.nl/bag/id/openbare-ruimte/0363300000003536","Heringa-State","1964"
"http://bag.basisregistraties.overheid.nl/bag/id/openbare-ruimte/0363300000003991","Kersenstraat","1951"
"http://bag.basisregistraties.overheid.nl/bag/id/openbare-ruimte/0363300000003769","Gulden Winckelplantsoen","1937"
"http://bag.basisregistraties.overheid.nl/bag/id/openbare-ruimte/0363300001955901","Maaslandstraat","2011"
"http://bag.basisregistraties.overheid.nl/bag/id/openbare-ruimte/0363300000001334","Daan Roodenburghplein","1998"
"http://bag.basisregistraties.overheid.nl/bag/id/openbare-ruimte/0363300000005801","A.S. Onderwijzerhof","1984"
"http://bag.basisregistraties.overheid.nl/bag/id/openbare-ruimte/0363300000002855","Everard van Reijdhof","1956"
"http://bag.basisregistraties.overheid.nl/bag/id/openbare-ruimte/0363300000001363","Majanggracht","1996"
"http://bag.basisregistraties.overheid.nl/bag/id/openbare-ruimte/0363300001964260","Anderiesenstraat","2010"
"http://bag.basisregistraties.overheid.nl/bag/id/openbare-ruimte/0363300000003030","Middenweg Broekermeer","1900"
"http://bag.basisregistraties.overheid.nl/bag/id/openbare-ruimte/0363300000003348","Haspelsstraat","1953"
"http://bag.basisregistraties.overheid.nl/bag/id/openbare-ruimte/0363300000001703","J. Kruiswijkhof","1988"
"http://bag.basisregistraties.overheid.nl/bag/id/openbare-ruimte/0363300000003003","Boutensstraat","1954"
"http://bag.basisregistraties.overheid.nl/bag/id/openbare-ruimte/0363300000003869","Nieuwegrachtje","1932"
"http://bag.basisregistraties.overheid.nl/bag/id/openbare-ruimte/0363300000004937","Woubruggestraat","1929"
"http://bag.basisregistraties.overheid.nl/bag/id/openbare-ruimte/0363300000004196","Lodewijk van Deysselstraat","1954"
"http://bag.basisregistraties.overheid.nl/bag/id/openbare-ruimte/0363300000006043","Kees Broekmanstraat","2010"
"http://bag.basisregistraties.overheid.nl/bag/id/openbare-ruimte/0363300000003019","Bredeweg","1900"
"http://bag.basisregistraties.overheid.nl/bag/id/openbare-ruimte/0363300000005299","Vliegendesteeg","1988"
"http://bag.basisregistraties.overheid.nl/bag/id/openbare-ruimte/0363300000003175","Curiestraat","1953"
"http://bag.basisregistraties.overheid.nl/bag/id/openbare-ruimte/0363300000003320","Duifjessteeg","1990"
"http://bag.basisregistraties.overheid.nl/bag/id/openbare-ruimte/0363300000001689","Mondlanestraat","1988"
"http://bag.basisregistraties.overheid.nl/bag/id/openbare-ruimte/0363300000005924","Ben Nevis","1994"
"http://bag.basisregistraties.overheid.nl/bag/id/openbare-ruimte/0363300000004123","Landsmeerderdijk","1900"
"http://bag.basisregistraties.overheid.nl/bag/id/openbare-ruimte/0363300000002906","Frederik Hendrikstraat","1883"
"http://bag.basisregistraties.overheid.nl/bag/id/openbare-ruimte/0363300000005055","Stoomgemaalstraat","1963"
"http://bag.basisregistraties.overheid.nl/bag/id/openbare-ruimte/0363300011942846","Welnastraat","2011"
"http://bag.basisregistraties.overheid.nl/bag/id/openbare-ruimte/0363300000003284","Doggersbankstraat","1936"
"http://bag.basisregistraties.overheid.nl/bag/id/openbare-ruimte/0363300000003318","Dudok de Withof","1957"
"http://bag.basisregistraties.overheid.nl/bag/id/openbare-ruimte/0363300000002529","Eerste Anjeliersdwarsstraat","1922"
"http://bag.basisregistraties.overheid.nl/bag/id/openbare-ruimte/0363300000000917","Violette Corneliushof","2016"
"http://bag.basisregistraties.overheid.nl/bag/id/openbare-ruimte/0363300000003017","Brede Vogelstraat","1918"
"http://bag.basisregistraties.overheid.nl/bag/id/openbare-ruimte/0363300000002733","Anton Verheijstraat","1954"
"http://bag.basisregistraties.overheid.nl/bag/id/openbare-ruimte/0363300000003252","Diderotstraat","1956"
"http://bag.basisregistraties.overheid.nl/bag/id/openbare-ruimte/0363300000003334","Handmolen","1968"
"http://bag.basisregistraties.overheid.nl/bag/id/openbare-ruimte/0363300000004354","Petmolen","1968"
"http://bag.basisregistraties.overheid.nl/bag/id/openbare-ruimte/0363300000001708","H.J.M. Walenkampstraat","1988"
"http://bag.basisregistraties.overheid.nl/bag/id/openbare-ruimte/0363300000005166","Tweelingenhof","1957"
"http://bag.basisregistraties.overheid.nl/bag/id/openbare-ruimte/0363300000001715","Cissy van Marxveldtstraat","1988"
"http://bag.basisregistraties.overheid.nl/bag/id/openbare-ruimte/0363300000003169","Cruquiuskade","2002"
"http://bag.basisregistraties.overheid.nl/bag/id/openbare-ruimte/0363300000002820","Elckerlijcstraat","1940"
"http://bag.basisregistraties.overheid.nl/bag/id/openbare-ruimte/0363300000005782","Marcantilaan","1900"
