"street","straatnaam","minbouwjaar"
"http://bag.basisregistraties.overheid.nl/bag/id/openbare-ruimte/0363300000002608","Derde Kostverlorenkade","1906"
"http://bag.basisregistraties.overheid.nl/bag/id/openbare-ruimte/0363300000001355","Valburgdreef","2006"
"http://bag.basisregistraties.overheid.nl/bag/id/openbare-ruimte/0363300000002486","Bartholomeus Ruloffsstraat","1923"
"http://bag.basisregistraties.overheid.nl/bag/id/openbare-ruimte/0363300000001169","Bocholtstraat","1991"
"http://bag.basisregistraties.overheid.nl/bag/id/openbare-ruimte/0363300000003668","Gaasterlandstraat","1973"
"http://bag.basisregistraties.overheid.nl/bag/id/openbare-ruimte/0363300000003118","Colenbranderhof","1957"
"http://bag.basisregistraties.overheid.nl/bag/id/openbare-ruimte/0363300000003780","Haarlemmerdijk","1725"
"http://bag.basisregistraties.overheid.nl/bag/id/openbare-ruimte/0363300000001156","Diepenbeekplantsoen","1991"
"http://bag.basisregistraties.overheid.nl/bag/id/openbare-ruimte/0363300000005947","Westelijke Merwedekanaaldijk","1962"
"http://bag.basisregistraties.overheid.nl/bag/id/openbare-ruimte/0363300000003427","Jan Goeverneurhof","1954"
"http://bag.basisregistraties.overheid.nl/bag/id/openbare-ruimte/0363300000003568","Hofgeest","1968"
"http://bag.basisregistraties.overheid.nl/bag/id/openbare-ruimte/0363300000003382","Hendrikus Rempestraat","1953"
"http://bag.basisregistraties.overheid.nl/bag/id/openbare-ruimte/0363300000004732","Oosterendstraat","1967"
"http://bag.basisregistraties.overheid.nl/bag/id/openbare-ruimte/0363300000003689","Geleyn Bouwenszstraat","1959"
"http://bag.basisregistraties.overheid.nl/bag/id/openbare-ruimte/0363300000003893","Noordhollandschkanaaldijk","1992"
"http://bag.basisregistraties.overheid.nl/bag/id/openbare-ruimte/0363300000000955","Fogostraat","1994"
"http://bag.basisregistraties.overheid.nl/bag/id/openbare-ruimte/0363300000005066","Surinamestraat","1929"
"http://bag.basisregistraties.overheid.nl/bag/id/openbare-ruimte/0363300000005512","Wethouder Vospad","1986"
"http://bag.basisregistraties.overheid.nl/bag/id/openbare-ruimte/0363300000002583","Tweede Keucheniusstraat","1914"
"http://bag.basisregistraties.overheid.nl/bag/id/openbare-ruimte/0363300000001089","Latexweg","1992"
"http://bag.basisregistraties.overheid.nl/bag/id/openbare-ruimte/0363300000003899","Nova Zemblastraat","1900"
"http://bag.basisregistraties.overheid.nl/bag/id/openbare-ruimte/0363300000001046","Van der Palmkade","2000"
"http://bag.basisregistraties.overheid.nl/bag/id/openbare-ruimte/0363300000005079","Teilingen","1968"
"http://bag.basisregistraties.overheid.nl/bag/id/openbare-ruimte/0363300000001270","Paavo Nurmipad","1995"
"http://bag.basisregistraties.overheid.nl/bag/id/openbare-ruimte/0363300000005292","Vijzelstraat","1900"
"http://bag.basisregistraties.overheid.nl/bag/id/openbare-ruimte/0363300000003461","Jan Zwanenburghof","1954"
"http://bag.basisregistraties.overheid.nl/bag/id/openbare-ruimte/0363300000002159","Edward Masseystraat","2006"
"http://bag.basisregistraties.overheid.nl/bag/id/openbare-ruimte/0363300000005604","Egeldonk","1972"
"http://bag.basisregistraties.overheid.nl/bag/id/openbare-ruimte/0363300000003312","Druivenstraat","1952"
"http://bag.basisregistraties.overheid.nl/bag/id/openbare-ruimte/0363300000005399","Nigtevechthof","1976"
"http://bag.basisregistraties.overheid.nl/bag/id/openbare-ruimte/0363300011951128","NDSM-plein","1900"
"http://bag.basisregistraties.overheid.nl/bag/id/openbare-ruimte/0363300000005261","Van 't Hofflaan","1898"
"http://bag.basisregistraties.overheid.nl/bag/id/openbare-ruimte/0363300000003204","De Bazelhof","1957"
"http://bag.basisregistraties.overheid.nl/bag/id/openbare-ruimte/0363300000005840","Jeltje de Bosch Kemperpad","1985"
"http://bag.basisregistraties.overheid.nl/bag/id/openbare-ruimte/0363300000003091","Celsiusstraat","1906"
"http://bag.basisregistraties.overheid.nl/bag/id/openbare-ruimte/0363300001992642","Sterappelstraat","2014"
"http://bag.basisregistraties.overheid.nl/bag/id/openbare-ruimte/0363300000004534","Sleutelbloemstraat","1920"
"http://bag.basisregistraties.overheid.nl/bag/id/openbare-ruimte/0363300000000872","Withoedenveem","2005"
"http://bag.basisregistraties.overheid.nl/bag/id/openbare-ruimte/0363300000005069","Swammerdamstraat","1876"
"http://bag.basisregistraties.overheid.nl/bag/id/openbare-ruimte/0363300000001122","Februariplein","1998"
"http://bag.basisregistraties.overheid.nl/bag/id/openbare-ruimte/0363300000003658","Fridtjof Nansenhof","1950"
"http://bag.basisregistraties.overheid.nl/bag/id/openbare-ruimte/0363300000004376","Pieter Langendijkstraat","1904"
"http://bag.basisregistraties.overheid.nl/bag/id/openbare-ruimte/0363300000004551","Plutostraat","1958"
"http://bag.basisregistraties.overheid.nl/bag/id/openbare-ruimte/0363300000003031","Bronckhorststraat","1920"
"http://bag.basisregistraties.overheid.nl/bag/id/openbare-ruimte/0363300000001611","Stoelenmatterspad","1989"
"http://bag.basisregistraties.overheid.nl/bag/id/openbare-ruimte/0363300000003560","Hodenpijlkade","1900"
"http://bag.basisregistraties.overheid.nl/bag/id/openbare-ruimte/0363300000003655","Jaap Nunes Vazstraat","1953"
"http://bag.basisregistraties.overheid.nl/bag/id/openbare-ruimte/0363300000004608","Raamsteeg","1898"
"http://bag.basisregistraties.overheid.nl/bag/id/openbare-ruimte/0363300000001141","Entrepotbrug","1900"
"http://bag.basisregistraties.overheid.nl/bag/id/openbare-ruimte/0363300000003901","Nieuwe Akerweg","1922"
"http://bag.basisregistraties.overheid.nl/bag/id/openbare-ruimte/0363300000004219","Louis Raemaekersstraat","1960"
"http://bag.basisregistraties.overheid.nl/bag/id/openbare-ruimte/0363300000001312","Pradolaan","1996"
"http://bag.basisregistraties.overheid.nl/bag/id/openbare-ruimte/0363300000003827","Muntplein","1886"
"http://bag.basisregistraties.overheid.nl/bag/id/openbare-ruimte/0363300000003679","Ganzenweg","1919"
"http://bag.basisregistraties.overheid.nl/bag/id/openbare-ruimte/0363300000002468","Balthasar Floriszstraat","1899"
"http://bag.basisregistraties.overheid.nl/bag/id/openbare-ruimte/0363300000003927","Joos Banckersweg","1939"
"http://bag.basisregistraties.overheid.nl/bag/id/openbare-ruimte/0363300003714180","Milovan Djilasplein","2007"
"http://bag.basisregistraties.overheid.nl/bag/id/openbare-ruimte/0363300000001174","Mechelensingel","1992"
"http://bag.basisregistraties.overheid.nl/bag/id/openbare-ruimte/0363300000004909","Willem Schoutenstraat","1921"
"http://bag.basisregistraties.overheid.nl/bag/id/openbare-ruimte/0363300000001629","Rudi Bloemgartensingel","1990"
"http://bag.basisregistraties.overheid.nl/bag/id/openbare-ruimte/0363300000005258","Valkenweg","1911"
"http://bag.basisregistraties.overheid.nl/bag/id/openbare-ruimte/0363300000001698","Strekkerweg","1988"
"http://bag.basisregistraties.overheid.nl/bag/id/openbare-ruimte/0363300000002147","Martin Cortesstraat","2006"
"http://bag.basisregistraties.overheid.nl/bag/id/openbare-ruimte/0363300011951244","Centrale Groothandelsmarkt","1929"
"http://bag.basisregistraties.overheid.nl/bag/id/openbare-ruimte/0363300000001652","Piarcoplein","2006"
"http://bag.basisregistraties.overheid.nl/bag/id/openbare-ruimte/0363300000003844","Neptunusplein","1923"
"http://bag.basisregistraties.overheid.nl/bag/id/openbare-ruimte/0363300000003132","Copernicusstraat","1925"
"http://bag.basisregistraties.overheid.nl/bag/id/openbare-ruimte/0363300000003614","Huidenstraat","1660"
"http://bag.basisregistraties.overheid.nl/bag/id/openbare-ruimte/0363300000003912","Nieuwe Leliestraat","1905"
"http://bag.basisregistraties.overheid.nl/bag/id/openbare-ruimte/0363300000003693","Gentiaanplein","1920"
"http://bag.basisregistraties.overheid.nl/bag/id/openbare-ruimte/0363300000003398","Jacob Marisstraat","1900"
"http://bag.basisregistraties.overheid.nl/bag/id/openbare-ruimte/0363300000002465","Balboastraat","1924"
"http://bag.basisregistraties.overheid.nl/bag/id/openbare-ruimte/0363300000003173","Crynssenstraat","1927"
"http://bag.basisregistraties.overheid.nl/bag/id/openbare-ruimte/0363300000004782","Overijsselweg","1968"
"http://bag.basisregistraties.overheid.nl/bag/id/openbare-ruimte/0363300000005745","Tienraaikade","1983"
"http://bag.basisregistraties.overheid.nl/bag/id/openbare-ruimte/0363300000004872","Wijde Heisteeg","1899"
"http://bag.basisregistraties.overheid.nl/bag/id/openbare-ruimte/0363300000003772","Guus Trestorffstraat","1953"
"http://bag.basisregistraties.overheid.nl/bag/id/openbare-ruimte/0363300000004144","Leeuwarderweg","1900"
"http://bag.basisregistraties.overheid.nl/bag/id/openbare-ruimte/0363300000004706","Oldenaller","1962"
"http://bag.basisregistraties.overheid.nl/bag/id/openbare-ruimte/0363300000004936","Wormerveerstraat","1914"
"http://bag.basisregistraties.overheid.nl/bag/id/openbare-ruimte/0363300000001010","Bert Haanstrakade","2006"
"http://bag.basisregistraties.overheid.nl/bag/id/openbare-ruimte/0363300000002775","Bachplein","1930"
"http://bag.basisregistraties.overheid.nl/bag/id/openbare-ruimte/0363300000003083","Carillonstraat","1922"
"http://bag.basisregistraties.overheid.nl/bag/id/openbare-ruimte/0363300011951301","Conny Stuartstraat","2017"
"http://bag.basisregistraties.overheid.nl/bag/id/openbare-ruimte/0363300000002981","Boomsteeg","1897"
"http://bag.basisregistraties.overheid.nl/bag/id/openbare-ruimte/0363300000004262","Marie van Westerhovenstraat","1956"
"http://bag.basisregistraties.overheid.nl/bag/id/openbare-ruimte/0363300000003676","Galvanistraat","1930"
"http://bag.basisregistraties.overheid.nl/bag/id/openbare-ruimte/0363300000003621","Iepenweg","1982"
"http://bag.basisregistraties.overheid.nl/bag/id/openbare-ruimte/0363300000003890","Noorderkroonstraat","1957"
"http://bag.basisregistraties.overheid.nl/bag/id/openbare-ruimte/0363300000002911","Freek Oxstraat","1953"
"http://bag.basisregistraties.overheid.nl/bag/id/openbare-ruimte/0363300000004516","Sijlhoff","1961"
"http://bag.basisregistraties.overheid.nl/bag/id/openbare-ruimte/0363300000001132","J.J.M. Vegterstraat","1998"
"http://bag.basisregistraties.overheid.nl/bag/id/openbare-ruimte/0363300000005423","Oetgensdwarsstraat","1900"
"http://bag.basisregistraties.overheid.nl/bag/id/openbare-ruimte/0363300000005850","Honingen","1986"
"http://bag.basisregistraties.overheid.nl/bag/id/openbare-ruimte/0363300000005709","Ketelmakerij","1983"
"http://bag.basisregistraties.overheid.nl/bag/id/openbare-ruimte/0363300000002451","Gaandeweg","2007"
"http://bag.basisregistraties.overheid.nl/bag/id/openbare-ruimte/0363300000005120","Tilanusstraat","1882"
"http://bag.basisregistraties.overheid.nl/bag/id/openbare-ruimte/0363300000005163","Tussen Kadijken","1905"
"http://bag.basisregistraties.overheid.nl/bag/id/openbare-ruimte/0363300011951239","Touwbaanpark","2013"
"http://bag.basisregistraties.overheid.nl/bag/id/openbare-ruimte/0363300000003559","Hobbemastraat","1879"
"http://bag.basisregistraties.overheid.nl/bag/id/openbare-ruimte/0363300000003418","Jan Bottemastraat","1953"
"http://bag.basisregistraties.overheid.nl/bag/id/openbare-ruimte/0363300000003739","Granidastraat","1941"
"http://bag.basisregistraties.overheid.nl/bag/id/openbare-ruimte/0363300000004004","Kleine Wittenburgerstraat","1900"
"http://bag.basisregistraties.overheid.nl/bag/id/openbare-ruimte/0363300000005641","Bornhout","1984"
"http://bag.basisregistraties.overheid.nl/bag/id/openbare-ruimte/0363300000005255","Valkenburgerstraat","1900"
"http://bag.basisregistraties.overheid.nl/bag/id/openbare-ruimte/0363300000004011","Kleine Beerstraat","1921"
"http://bag.basisregistraties.overheid.nl/bag/id/openbare-ruimte/0363300000005159","Tuinstraat","1900"
"http://bag.basisregistraties.overheid.nl/bag/id/openbare-ruimte/0363300000003980","Katwijkstraat","1933"
"http://bag.basisregistraties.overheid.nl/bag/id/openbare-ruimte/0363300000000873","Purperhoedenveem","2005"
"http://bag.basisregistraties.overheid.nl/bag/id/openbare-ruimte/0363300000005715","Slikkerveerstraat","1983"
"http://bag.basisregistraties.overheid.nl/bag/id/openbare-ruimte/0363300000004744","Orionplantsoen","1921"
"http://bag.basisregistraties.overheid.nl/bag/id/openbare-ruimte/0363300000001743","Bijlmerweide","1998"
"http://bag.basisregistraties.overheid.nl/bag/id/openbare-ruimte/0363300000005030","Stadionweg","1905"
"http://bag.basisregistraties.overheid.nl/bag/id/openbare-ruimte/0363300000003077","Cabralstraat","1924"
"http://bag.basisregistraties.overheid.nl/bag/id/openbare-ruimte/0363300000002891","Foersterhof","1961"
"http://bag.basisregistraties.overheid.nl/bag/id/openbare-ruimte/0363300000006037","Theo Koomenstraat","2015"
"http://bag.basisregistraties.overheid.nl/bag/id/openbare-ruimte/0363300000005797","Wethouder Van Wijckstraat","1985"
"http://bag.basisregistraties.overheid.nl/bag/id/openbare-ruimte/0363300000001690","Romerostraat","1988"
"http://bag.basisregistraties.overheid.nl/bag/id/openbare-ruimte/0363300000004604","Raadhuisstraat","1897"
"http://bag.basisregistraties.overheid.nl/bag/id/openbare-ruimte/0363300000006020","Ridderspoorweg","2014"
"http://bag.basisregistraties.overheid.nl/bag/id/openbare-ruimte/0363300000003327","Hajo Brugmanshof","1951"
"http://bag.basisregistraties.overheid.nl/bag/id/openbare-ruimte/0363300000004879","Wijmarkthof","1963"
"http://bag.basisregistraties.overheid.nl/bag/id/openbare-ruimte/0363300000001187","Hageland","1900"
"http://bag.basisregistraties.overheid.nl/bag/id/openbare-ruimte/0363300000004216","Louis Davidsstraat","1985"
"http://bag.basisregistraties.overheid.nl/bag/id/openbare-ruimte/0363300000003325","Duivelandstraat","1931"
"http://bag.basisregistraties.overheid.nl/bag/id/openbare-ruimte/0363300000003439","Jan Postmahof","1953"
"http://bag.basisregistraties.overheid.nl/bag/id/openbare-ruimte/0363300000005419","Obiplein","1926"
"http://bag.basisregistraties.overheid.nl/bag/id/openbare-ruimte/0363300000003857","Nic. de Roeverstraat","1940"
"http://bag.basisregistraties.overheid.nl/bag/id/openbare-ruimte/0363300000000951","Limmerick","2005"
"http://bag.basisregistraties.overheid.nl/bag/id/openbare-ruimte/0363300011951266","Lindenhoevestraat","1977"
"http://bag.basisregistraties.overheid.nl/bag/id/openbare-ruimte/0363300011290895","Termini","2009"
"http://bag.basisregistraties.overheid.nl/bag/id/openbare-ruimte/0363300000005356","Wanningstraat","1898"
"http://bag.basisregistraties.overheid.nl/bag/id/openbare-ruimte/0363300000003351","Havikslaan","1915"
"http://bag.basisregistraties.overheid.nl/bag/id/openbare-ruimte/0363300000004425","Rozenstraat","1688"
"http://bag.basisregistraties.overheid.nl/bag/id/openbare-ruimte/0363300000005625","Winterstraat","1964"
"http://bag.basisregistraties.overheid.nl/bag/id/openbare-ruimte/0363300000004661","Rigakade","1988"
"http://bag.basisregistraties.overheid.nl/bag/id/openbare-ruimte/0363300000003388","Jac. P. Thijsseplein","1921"
"http://bag.basisregistraties.overheid.nl/bag/id/openbare-ruimte/0363300000003884","Nolensstraat","1957"
"http://bag.basisregistraties.overheid.nl/bag/id/openbare-ruimte/0363300000005122","Timorstraat","1913"
"http://bag.basisregistraties.overheid.nl/bag/id/openbare-ruimte/0363300000001244","Nathan F. Israëlweg","1990"
"http://bag.basisregistraties.overheid.nl/bag/id/openbare-ruimte/0363300000003777","Hendrik Soeteboomstraat","1912"
"http://bag.basisregistraties.overheid.nl/bag/id/openbare-ruimte/0363300000004010","Kleiburg","1971"
"http://bag.basisregistraties.overheid.nl/bag/id/openbare-ruimte/0363300000002998","Boterdiepstraat","1934"
"http://bag.basisregistraties.overheid.nl/bag/id/openbare-ruimte/0363300000004088","Korte Reguliersdwarsstraat","1989"
"http://bag.basisregistraties.overheid.nl/bag/id/openbare-ruimte/0363300000004589","Prof. R. Casimirstraat","1961"
"http://bag.basisregistraties.overheid.nl/bag/id/openbare-ruimte/0363300000001212","Arena boulevard","1995"
"http://bag.basisregistraties.overheid.nl/bag/id/openbare-ruimte/0363300000005266","Veelaan","1888"
"http://bag.basisregistraties.overheid.nl/bag/id/openbare-ruimte/0363300000002933","Bijlmerdreef","1969"
"http://bag.basisregistraties.overheid.nl/bag/id/openbare-ruimte/0363300000004434","Rustenburgerstraat","1896"
"http://bag.basisregistraties.overheid.nl/bag/id/openbare-ruimte/0363300000005424","Pannerdenstraat","1982"
"http://bag.basisregistraties.overheid.nl/bag/id/openbare-ruimte/0363300000001924","Klovenierssteeg","1625"
"http://bag.basisregistraties.overheid.nl/bag/id/openbare-ruimte/0363300000003579","Holwerdahof","1955"
"http://bag.basisregistraties.overheid.nl/bag/id/openbare-ruimte/0363300000005160","Turbinestraat","1900"
"http://bag.basisregistraties.overheid.nl/bag/id/openbare-ruimte/0363300000005964","Andriënne Solserhof","2015"
"http://bag.basisregistraties.overheid.nl/bag/id/openbare-ruimte/0363300000004539","Plantage Middenlaan","1855"
"http://bag.basisregistraties.overheid.nl/bag/id/openbare-ruimte/0363300000005607","Foppingadreef","1986"
"http://bag.basisregistraties.overheid.nl/bag/id/openbare-ruimte/0363300000005176","Uranusstraat","1923"
"http://bag.basisregistraties.overheid.nl/bag/id/openbare-ruimte/0363300000003058","Burgemeester Stramanweg","1900"
"http://bag.basisregistraties.overheid.nl/bag/id/openbare-ruimte/0363300000001510","Luiksingel","1993"
"http://bag.basisregistraties.overheid.nl/bag/id/openbare-ruimte/0363300000002382","Krijn Taconiskade","2006"
"http://bag.basisregistraties.overheid.nl/bag/id/openbare-ruimte/0363300000004207","Loowaard","1969"
"http://bag.basisregistraties.overheid.nl/bag/id/openbare-ruimte/0363300000003804","Molsteeg","1905"
"http://bag.basisregistraties.overheid.nl/bag/id/openbare-ruimte/0363300000002429","Ekangala","2007"
"http://bag.basisregistraties.overheid.nl/bag/id/openbare-ruimte/0363300000001368","Blauwpijpstraat","1994"
"http://bag.basisregistraties.overheid.nl/bag/id/openbare-ruimte/0363300000005133","Tolsendestraat","1971"
"http://bag.basisregistraties.overheid.nl/bag/id/openbare-ruimte/0363300000004137","Laurierstraat","1875"
"http://bag.basisregistraties.overheid.nl/bag/id/openbare-ruimte/0363300000005772","Kormelinkweg","1984"
"http://bag.basisregistraties.overheid.nl/bag/id/openbare-ruimte/0363300000004927","Wittenburgergracht","1899"
"http://bag.basisregistraties.overheid.nl/bag/id/openbare-ruimte/0363300000004759","Oude Doelenstraat","1905"
"http://bag.basisregistraties.overheid.nl/bag/id/openbare-ruimte/0363300000005906","Abram Dudok van Heelstraat","2008"
"http://bag.basisregistraties.overheid.nl/bag/id/openbare-ruimte/0363300000005121","Timorplein","1910"
"http://bag.basisregistraties.overheid.nl/bag/id/openbare-ruimte/0363300000004058","Kramatweg","1912"
"http://bag.basisregistraties.overheid.nl/bag/id/openbare-ruimte/0363300000002893","Formosastraat","1981"
"http://bag.basisregistraties.overheid.nl/bag/id/openbare-ruimte/0363300000001919","Karspeldreef","1989"
"http://bag.basisregistraties.overheid.nl/bag/id/openbare-ruimte/0363300000005553","Zandvoortstraat","1964"
"http://bag.basisregistraties.overheid.nl/bag/id/openbare-ruimte/0363300000003988","Keratellastraat","1956"
"http://bag.basisregistraties.overheid.nl/bag/id/openbare-ruimte/0363300011211163","Schorstraat","1963"
"http://bag.basisregistraties.overheid.nl/bag/id/openbare-ruimte/0363300000003959","Karel du Jardinstraat","1916"
"http://bag.basisregistraties.overheid.nl/bag/id/openbare-ruimte/0363300000005414","Kraaiennest","1976"
"http://bag.basisregistraties.overheid.nl/bag/id/openbare-ruimte/0363300010952693","NDSM-straat","2008"
"http://bag.basisregistraties.overheid.nl/bag/id/openbare-ruimte/0363300000002865","Faradaystraat","1930"
"http://bag.basisregistraties.overheid.nl/bag/id/openbare-ruimte/0363300000004222","Louwesweg","1969"
"http://bag.basisregistraties.overheid.nl/bag/id/openbare-ruimte/0363300000001425","Dachstein","1997"
"http://bag.basisregistraties.overheid.nl/bag/id/openbare-ruimte/0363300000002536","Eerste Coehoornstraat","1982"
"http://bag.basisregistraties.overheid.nl/bag/id/openbare-ruimte/0363300000003949","Kamerlingh Onneslaan","1922"
"http://bag.basisregistraties.overheid.nl/bag/id/openbare-ruimte/0363300000005896","Eliza van Calcarstraat","2007"
"http://bag.basisregistraties.overheid.nl/bag/id/openbare-ruimte/0363300000002917","Betelgeuzestraat","1922"
"http://bag.basisregistraties.overheid.nl/bag/id/openbare-ruimte/0363300000004055","Kraaipanstraat","1900"
"http://bag.basisregistraties.overheid.nl/bag/id/openbare-ruimte/0363300000004433","Rustenburgerdwarsstraat","1899"
"http://bag.basisregistraties.overheid.nl/bag/id/openbare-ruimte/0363300000004705","Oldambtstraat","1968"
"http://bag.basisregistraties.overheid.nl/bag/id/openbare-ruimte/0363300000004228","Lutkemeerweg","1912"
"http://bag.basisregistraties.overheid.nl/bag/id/openbare-ruimte/0363300000004356","Petrus Blokhof","1955"
"http://bag.basisregistraties.overheid.nl/bag/id/openbare-ruimte/0363300000004766","Oude Spiegelstraat","1921"
"http://bag.basisregistraties.overheid.nl/bag/id/openbare-ruimte/0363300000001031","Louis de Visserplein","1998"
"http://bag.basisregistraties.overheid.nl/bag/id/openbare-ruimte/0363300000003688","Geleenstraat","1929"
"http://bag.basisregistraties.overheid.nl/bag/id/openbare-ruimte/0363300000004553","Pluvierstraat","1921"
"http://bag.basisregistraties.overheid.nl/bag/id/openbare-ruimte/0363300000002545","Eerste Jan van der Heijdenstraat","1890"
"http://bag.basisregistraties.overheid.nl/bag/id/openbare-ruimte/0363300000003244","Derkinderenstraat","1957"
"http://bag.basisregistraties.overheid.nl/bag/id/openbare-ruimte/0363300000004866","Wibautstraat","1887"
"http://bag.basisregistraties.overheid.nl/bag/id/openbare-ruimte/0363300000004038","Koos Vorrinkweg","1965"
"http://bag.basisregistraties.overheid.nl/bag/id/openbare-ruimte/0363300000005927","Flevoparkweg","1997"
"http://bag.basisregistraties.overheid.nl/bag/id/openbare-ruimte/0363300000002202","Venetiëstraat","1993"
"http://bag.basisregistraties.overheid.nl/bag/id/openbare-ruimte/0363300000002573","Tweede Ceramstraat","1987"
"http://bag.basisregistraties.overheid.nl/bag/id/openbare-ruimte/0363300000002749","Arent Janszoon Ernststraat","1900"
"http://bag.basisregistraties.overheid.nl/bag/id/openbare-ruimte/0363300000005677","Boeninlaan","1983"
"http://bag.basisregistraties.overheid.nl/bag/id/openbare-ruimte/0363300000000908","Paul Schuitemahof","2007"
"http://bag.basisregistraties.overheid.nl/bag/id/openbare-ruimte/0363300011951248","Elfendansstraat","2015"
"http://bag.basisregistraties.overheid.nl/bag/id/openbare-ruimte/0363300000005190","Van der Duijnstraat","1900"
"http://bag.basisregistraties.overheid.nl/bag/id/openbare-ruimte/0363300000001303","Karpatastraat","1996"
"http://bag.basisregistraties.overheid.nl/bag/id/openbare-ruimte/0363300000003784","Haarlemmerweg","1885"
"http://bag.basisregistraties.overheid.nl/bag/id/openbare-ruimte/0363300000003209","De Clercqstraat","1898"
"http://bag.basisregistraties.overheid.nl/bag/id/openbare-ruimte/0363300000000932","Lontarpalmstraat","2003"
"http://bag.basisregistraties.overheid.nl/bag/id/openbare-ruimte/0363300000002176","Keesje Brijdeplantsoen","1998"
"http://bag.basisregistraties.overheid.nl/bag/id/openbare-ruimte/0363300000001008","Oeverzeggestraat","2004"
"http://bag.basisregistraties.overheid.nl/bag/id/openbare-ruimte/0363300000005241","Van Spilbergenstraat","1924"
"http://bag.basisregistraties.overheid.nl/bag/id/openbare-ruimte/0363300000004076","Korte Koningsdwarsstraat","1905"
"http://bag.basisregistraties.overheid.nl/bag/id/openbare-ruimte/0363300000004415","Roompotstraat","1928"
"http://bag.basisregistraties.overheid.nl/bag/id/openbare-ruimte/0363300000003596","Hornweg","1900"
"http://bag.basisregistraties.overheid.nl/bag/id/openbare-ruimte/0363300000001189","Sint Gilleshof","1993"
"http://bag.basisregistraties.overheid.nl/bag/id/openbare-ruimte/0363300000005557","Zeeburgerstraat","1927"
"http://bag.basisregistraties.overheid.nl/bag/id/openbare-ruimte/0363300000001296","IJzerhof","1996"
"http://bag.basisregistraties.overheid.nl/bag/id/openbare-ruimte/0363300000005712","Schaikstraat","1983"
"http://bag.basisregistraties.overheid.nl/bag/id/openbare-ruimte/0363300000005550","Zandpad-Driemond","1914"
"http://bag.basisregistraties.overheid.nl/bag/id/openbare-ruimte/0363300000002726","Antarusstraat","1938"
"http://bag.basisregistraties.overheid.nl/bag/id/openbare-ruimte/0363300000001073","Baionen","2000"
"http://bag.basisregistraties.overheid.nl/bag/id/openbare-ruimte/0363300000004227","Lupinestraat","1919"
"http://bag.basisregistraties.overheid.nl/bag/id/openbare-ruimte/0363300000003194","Danzigerbocht","1957"
"http://bag.basisregistraties.overheid.nl/bag/id/openbare-ruimte/0363300000005501","Veldzicht","1981"
"http://bag.basisregistraties.overheid.nl/bag/id/openbare-ruimte/0363300000002361","KNSM-laan","1900"
"http://bag.basisregistraties.overheid.nl/bag/id/openbare-ruimte/0363300000004591","Prof. Tulpstraat","1868"
"http://bag.basisregistraties.overheid.nl/bag/id/openbare-ruimte/0363300000003231","De Wieden","1967"
"http://bag.basisregistraties.overheid.nl/bag/id/openbare-ruimte/0363300000002821","Elegaststraat","1939"
"http://bag.basisregistraties.overheid.nl/bag/id/openbare-ruimte/0363300000001264","Potvisstraat","1991"
"http://bag.basisregistraties.overheid.nl/bag/id/openbare-ruimte/0363300000004112","Kwintsheulstraat","2009"
"http://bag.basisregistraties.overheid.nl/bag/id/openbare-ruimte/0363300000002669","Albert Hahnplantsoen","1926"
"http://bag.basisregistraties.overheid.nl/bag/id/openbare-ruimte/0363300000004482","Schierstins","1963"
"http://bag.basisregistraties.overheid.nl/bag/id/openbare-ruimte/0363300011942851","Tweede Amstelvlietpad","2011"
"http://bag.basisregistraties.overheid.nl/bag/id/openbare-ruimte/0363300000005634","Flierefluiterpad","1953"
"http://bag.basisregistraties.overheid.nl/bag/id/openbare-ruimte/0363300000001133","A.J. Krophollerstraat","1998"
"http://bag.basisregistraties.overheid.nl/bag/id/openbare-ruimte/0363300000005603","Eeftink","1974"
"http://bag.basisregistraties.overheid.nl/bag/id/openbare-ruimte/0363300000005256","Valkensteeg","1649"
"http://bag.basisregistraties.overheid.nl/bag/id/openbare-ruimte/0363300000003226","De Roos van Dekamaweg","1950"
"http://bag.basisregistraties.overheid.nl/bag/id/openbare-ruimte/0363300000004170","Lange Leidsedwarsstraat","1674"
"http://bag.basisregistraties.overheid.nl/bag/id/openbare-ruimte/0363300000003564","Hoekschewaardplein","1932"
"http://bag.basisregistraties.overheid.nl/bag/id/openbare-ruimte/0363300000004113","L. van Sonsbeeckstraat","1960"
"http://bag.basisregistraties.overheid.nl/bag/id/openbare-ruimte/0363300011951314","Voetbalstraat","2015"
"http://bag.basisregistraties.overheid.nl/bag/id/openbare-ruimte/0363300000005798","Hoekenrode","1985"
"http://bag.basisregistraties.overheid.nl/bag/id/openbare-ruimte/0363300000001272","Ibrahim Moustafapad","1995"
"http://bag.basisregistraties.overheid.nl/bag/id/openbare-ruimte/0363300000004523","Simonskerkestraat","2005"
"http://bag.basisregistraties.overheid.nl/bag/id/openbare-ruimte/0363300000003946","Kalkoenstraat","1921"
"http://bag.basisregistraties.overheid.nl/bag/id/openbare-ruimte/0363300000002419","Edenville","2006"
"http://bag.basisregistraties.overheid.nl/bag/id/openbare-ruimte/0363300000004951","Sloestraat","1928"
"http://bag.basisregistraties.overheid.nl/bag/id/openbare-ruimte/0363300011951300","Uilengouw","2016"
"http://bag.basisregistraties.overheid.nl/bag/id/openbare-ruimte/0363300000001358","Cornelis van Rijplantsoen","1994"
"http://bag.basisregistraties.overheid.nl/bag/id/openbare-ruimte/0363300000004911","Willem van Weldammelaan","1962"
